CODGEO;LIBGEO;Abstention;La France Insoumise;Parti Communiste;PS - Place Publique;Les Écologistes;Renaissance;Les Républicains;Reconquête;Rassemblement National;Parti Animaliste;Divers
45005;Andonville;77;5;1;4;1;14;6;3;38;2;10
45006;Ardon;392;17;7;84;18;112;81;56;193;18;29
45008;Artenay;599;34;14;42;17;100;45;27;253;12;63
45009;Aschères-le-Marché;293;25;6;39;8;63;31;24;242;6;40
45010;Ascoux;374;43;9;28;9;44;31;22;161;3;27
45011;Attray;39;0;0;7;4;13;13;10;51;1;8
45012;Audeville;61;6;0;6;0;12;5;3;40;1;7
45013;Augerville-la-Rivière;61;5;3;13;2;21;21;4;30;1;11
45014;Aulnay-la-Rivière;175;12;7;15;3;41;15;17;96;5;22
45015;Autruy-sur-Juine;206;13;1;28;12;39;25;10;148;6;21
45016;Autry-le-Châtel;275;10;10;52;6;63;14;24;181;9;45
45017;Auvilliers-en-Gâtinais;107;6;5;6;4;25;21;13;56;1;9
45018;Auxy;304;20;1;19;9;28;17;23;140;12;35
45019;Baccon;222;16;6;35;24;60;45;27;94;4;34
45020;Le Bardon;336;23;8;42;30;67;30;13;158;7;46
45021;Barville-en-Gâtinais;100;5;3;5;2;17;13;4;64;6;16
45022;Batilly-en-Gâtinais;117;1;2;11;3;24;12;8;79;2;13
45023;Batilly-en-Puisaye;28;2;0;5;2;5;5;4;20;2;3
45024;Baule;770;48;24;122;50;151;50;41;284;27;59
45025;Bazoches-les-Gallerandes;510;18;8;32;11;71;42;25;238;13;59
45026;Bazoches-sur-le-Betz;324;21;5;35;8;33;10;16;181;17;30
45027;Beauchamps-sur-Huillard;116;5;3;19;6;21;21;11;87;3;15
45028;Beaugency;3009;253;65;436;134;424;174;127;768;61;207
45029;Beaulieu-sur-Loire;608;31;15;47;7;95;27;36;356;12;62
45030;Beaune-la-Rolande;624;17;7;34;13;103;33;41;316;21;72
45031;Bellegarde;480;19;4;37;16;67;41;31;186;5;30
45032;Le Bignon-Mirabeau;108;5;3;14;1;11;7;13;50;6;12
45033;Boësses;123;14;4;11;2;20;13;4;65;3;12
45034;Boigny-sur-Bionne;701;52;17;159;47;187;64;62;312;28;72
45035;Boiscommun;374;18;12;27;13;45;26;36;196;11;37
45036;Boismorand;265;14;7;25;15;75;23;12;161;9;28
45037;Boisseaux;146;21;2;8;3;20;3;6;69;2;22
45038;Bondaroy;119;8;4;20;5;33;2;6;54;0;13
45039;Bonnée;216;14;4;22;9;30;22;15;128;3;25
45040;Bonny-sur-Loire;630;23;32;49;13;72;30;26;292;13;52
45041;Bordeaux-en-Gâtinais;38;4;1;2;1;2;5;8;37;3;5
45042;Les Bordes;686;46;6;58;22;82;27;40;309;20;71
45043;Bou;320;41;18;62;42;96;31;15;147;10;46
45044;Bougy-lez-Neuville;41;2;4;13;6;11;11;8;36;0;12
45045;Bouilly-en-Gâtinais;92;3;3;6;0;17;13;7;69;6;12
45046;Boulay-les-Barres;196;9;8;15;3;22;22;9;120;2;16
45047;Bouzonville-aux-Bois;133;10;2;11;4;19;7;12;105;6;15
45049;Bouzy-la-Forêt;336;27;8;59;27;60;37;19;225;23;41
45050;Boynes;508;21;10;27;10;53;32;19;227;9;33
45051;Bray-Saint-Aignan;567;20;12;71;14;88;52;45;342;11;66
45052;Breteau;22;1;0;7;3;4;2;2;15;3;6
45053;Briare;2064;137;56;179;47;255;115;96;699;51;124
45054;Briarres-sur-Essonne;188;15;4;31;6;31;6;16;116;3;12
45055;Bricy;135;6;4;11;3;25;15;12;94;7;18
45056;Bromeilles;93;7;0;11;6;18;6;7;62;3;6
45058;Bucy-le-Roi;51;2;1;4;0;6;7;2;50;4;7
45059;Bucy-Saint-Liphard;68;4;0;3;0;12;6;10;47;3;8
45060;La Bussière;254;5;16;30;9;54;16;18;181;10;26
45061;Cepoy;1019;56;16;105;29;74;58;54;427;17;57
45062;Cercottes;448;56;12;34;18;83;34;24;215;6;48
45063;Cerdon;319;14;5;20;5;58;22;26;183;8;28
45064;Cernoy-en-Berry;142;3;1;9;6;16;8;8;75;2;19
45065;Césarville-Dossainville;63;5;2;5;1;5;14;4;34;2;3
45066;Chailly-en-Gâtinais;203;10;5;30;14;27;8;21;165;7;23
45067;Chaingy;1371;57;22;225;75;235;116;87;565;33;100
45068;Châlette-sur-Loing;3745;661;192;239;72;259;85;112;1071;75;195
45069;Chambon-la-Forêt;276;21;8;36;11;62;14;16;188;14;25
45070;Champoulet;16;0;2;0;1;3;2;4;10;2;3
45072;Chanteau;495;42;19;92;28;81;46;30;208;13;51
45073;Chantecoq;169;8;1;22;7;34;15;16;112;4;6
45074;La Chapelle-Onzerain;36;0;0;0;0;4;11;2;23;1;3
45075;La Chapelle-Saint-Mesmin;3583;397;92;476;194;589;269;194;1072;66;243
45076;La Chapelle-Saint-Sépulcre;64;4;2;7;5;14;6;10;52;1;9
45077;La Chapelle-sur-Aveyron;173;17;6;20;4;25;18;9;122;7;11
45078;Chapelon;82;3;5;7;0;20;2;4;38;3;11
45079;Le Charme;51;3;0;4;0;10;2;3;44;1;7
45080;Charmont-en-Beauce;99;7;3;7;3;17;11;10;94;5;16
45081;Charsonville;223;8;0;7;2;47;27;15;88;3;10
45082;Châteauneuf-sur-Loire;2763;183;61;400;137;539;230;164;1051;59;212
45083;Château-Renard;794;28;12;38;27;116;48;37;394;19;42
45084;Châtenoy;136;15;3;22;8;36;10;15;94;6;15
45085;Châtillon-Coligny;625;35;13;67;25;107;47;21;325;19;66
45086;Châtillon-le-Roi;86;0;2;10;2;31;11;3;31;2;8
45087;Châtillon-sur-Loire;1146;71;36;108;35;132;77;49;521;32;122
45088;Chaussy;120;6;1;9;3;23;11;6;48;1;16
45089;Chécy;2862;302;49;533;167;640;266;162;1012;59;241
45091;Chevannes;117;3;3;10;10;14;7;13;55;4;17
45092;Chevillon-sur-Huillard;511;26;4;55;18;96;42;39;313;19;43
45093;Chevilly;861;31;25;64;19;154;65;58;414;26;64
45094;Chevry-sous-le-Bignon;66;6;2;7;2;27;5;11;49;0;7
45095;Chilleurs-aux-Bois;769;27;11;66;24;97;73;16;343;23;61
45096;Les Choux;160;7;7;29;4;28;17;18;95;4;11
45097;Chuelles;375;18;7;49;9;60;35;25;237;15;46
45098;Cléry-Saint-André;1252;74;28;197;78;255;127;71;492;45;126
45099;Coinces;153;5;3;14;7;30;11;5;100;7;17
45100;Combleux;135;12;1;51;26;72;36;20;52;3;26
45101;Combreux;76;1;1;16;4;15;7;17;50;0;20
45102;Conflans-sur-Loing;115;7;3;19;3;23;18;15;89;5;12
45103;Corbeilles;509;27;10;30;11;66;25;22;312;16;37
45104;Corquilleroy;1007;93;21;67;31;93;43;39;510;16;81
45105;Cortrat;22;2;1;5;6;5;4;1;21;0;4
45107;Coudroy;64;2;4;12;6;16;13;11;67;3;13
45108;Coullons;781;12;12;68;21;138;69;50;456;26;90
45109;Coulmiers;172;19;5;22;7;36;21;11;89;1;12
45110;Courcelles-le-Roi;71;6;0;17;1;22;5;4;68;3;12
45111;Courcy-aux-Loges;148;10;4;26;5;27;7;15;100;3;18
45112;La Cour-Marigny;101;3;1;8;5;16;14;10;76;4;24
45113;Courtemaux;81;2;1;12;3;11;9;5;55;5;10
45114;Courtempierre;69;6;5;8;3;15;12;4;50;1;7
45115;Courtenay;1523;50;30;88;19;167;65;81;659;39;91
45116;Cravant;349;24;9;32;7;54;18;30;161;5;27
45118;Crottes-en-Pithiverais;92;1;0;9;0;17;16;9;71;4;12
45119;Dadonville;862;98;13;78;23;124;47;41;324;16;58
45120;Dammarie-en-Puisaye;40;0;3;2;3;22;2;5;53;1;9
45121;Dammarie-sur-Loing;146;5;2;17;9;21;4;13;113;4;17
45122;Dampierre-en-Burly;471;20;12;37;21;68;31;33;269;18;47
45123;Darvoy;615;42;23;110;46;143;58;34;279;10;55
45124;Desmonts;55;2;1;7;1;7;4;10;45;2;5
45125;Dimancheville;27;4;2;6;0;4;4;1;26;5;7
45126;Donnery;883;55;22;153;72;220;131;79;425;25;99
45127;Dordives;1156;64;14;71;25;102;61;47;547;28;62
45129;Douchy-Montcorbon;489;16;8;46;8;65;36;20;260;13;37
45130;Dry;400;21;13;64;23;88;38;24;219;12;43
45131;Echilleuses;126;11;4;22;6;17;3;13;52;2;14
45132;Egry;92;7;7;12;5;9;10;5;76;2;13
45133;Engenville;182;16;3;14;0;19;20;8;112;7;17
45134;Epieds-en-Beauce;434;16;12;39;18;98;51;34;199;10;59
45135;Erceville;92;12;1;10;2;14;19;4;49;2;12
45136;Ervauville;173;11;5;11;1;13;9;14;144;8;15
45137;Escrennes;221;5;4;34;6;37;12;18;100;7;21
45138;Escrignelles;9;3;0;7;0;3;12;4;6;1;6
45139;Estouy;172;10;9;19;7;44;16;8;73;10;24
45141;Faverelles;46;0;1;10;1;11;3;4;39;3;6
45142;Fay-aux-Loges;1192;76;31;140;71;242;86;88;491;29;110
45143;Feins-en-Gâtinais;2;0;1;0;2;4;1;2;8;0;2
45144;Férolles;398;38;11;72;23;78;45;20;152;15;28
45145;Ferrières-en-Gâtinais;1371;71;27;121;49;144;91;83;575;37;102
45146;La Ferté-Saint-Aubin;2349;183;78;436;143;504;220;161;1023;83;243
45147;Fleury-les-Aubrais;6813;813;220;947;298;914;336;271;1640;122;397
45148;Fontenay-sur-Loing;575;28;12;35;14;66;37;28;348;15;48
45149;Foucherolles;106;4;2;4;0;7;13;8;73;2;14
45150;Fréville-du-Gâtinais;39;0;0;4;0;13;15;1;38;1;10
45151;Gaubertin;87;4;1;9;9;14;7;2;60;2;7
45152;Gémigny;57;0;1;3;5;17;9;4;56;1;2
45153;Germigny-des-Prés;200;10;8;34;19;41;26;12;113;5;29
45154;Gidy;632;44;21;81;37;111;78;43;330;24;59
45155;Gien;4330;431;65;355;101;525;213;224;1418;67;279
45156;Girolles;168;10;6;15;4;22;18;21;139;9;17
45157;Givraines;174;6;0;18;2;22;14;9;64;4;21
45158;Gondreville;130;2;4;11;6;24;15;9;59;2;13
45159;Grangermont;60;3;0;4;4;7;9;4;37;0;6
45160;Greneville-en-Beauce;216;7;2;17;8;27;30;7;109;3;22
45161;Griselles;254;17;6;35;7;40;27;20;151;11;28
45162;Guigneville;165;4;5;13;4;27;21;11;99;6;23
45164;Guilly;226;16;11;34;16;32;17;16;119;13;15
45165;Gy-les-Nonains;216;14;11;19;10;36;8;15;127;8;29
45166;Huêtre;88;6;3;6;1;16;21;7;54;2;6
45167;Huisseau-sur-Mauves;578;19;8;62;37;121;78;38;250;17;55
45168;Ingrannes;176;14;5;18;7;32;19;14;112;8;15
45169;Ingré;3379;308;70;523;164;568;250;178;1165;65;279
45170;Intville-la-Guétard;39;9;0;3;2;5;7;3;14;1;6
45171;Isdes;184;6;2;12;8;33;21;17;97;8;20
45173;Jargeau;1435;99;38;253;89;269;108;77;549;40;134
45174;Jouy-en-Pithiverais;96;1;0;4;1;9;14;3;51;1;10
45175;Jouy-le-Potier;512;42;8;95;34;125;53;47;249;11;46
45176;Juranville;142;5;4;7;1;12;16;12;78;4;10
45177;Laas;92;2;1;2;0;10;4;1;40;0;7
45178;Ladon;517;20;9;33;13;74;24;21;200;16;42
45179;Lailly-en-Val;1084;64;18;128;47;159;86;63;433;25;110
45180;Langesse;37;0;1;4;2;8;6;3;31;1;6
45181;Léouville;21;4;0;1;1;1;7;0;17;2;9
45182;Ligny-le-Ribault;441;27;6;79;39;112;65;42;208;9;54
45183;Lion-en-Beauce;27;0;1;1;1;8;10;3;27;0;12
45184;Lion-en-Sullias;119;6;1;17;3;20;11;12;76;1;16
45185;Lombreuil;80;6;2;18;4;20;11;7;71;7;11
45186;Lorcy;179;9;2;13;1;22;20;13;122;2;20
45187;Lorris;972;82;21;100;36;168;74;41;447;22;74
45188;Loury;891;62;27;132;61;176;67;48;442;27;83
45189;Louzouer;82;1;0;3;6;22;13;4;77;2;9
45191;Le Malesherbois;2840;216;44;226;77;255;129;110;1074;48;184
45193;Marcilly-en-Villette;697;48;21;156;55;194;90;49;322;15;96
45194;Mardié;1068;72;22;172;68;211;90;70;391;32;105
45195;Mareau-aux-Bois;192;14;3;20;9;29;13;17;127;4;25
45196;Mareau-aux-Prés;473;35;19;79;39;108;54;40;219;15;60
45197;Marigny-les-Usages;531;51;12;99;34;112;45;66;259;19;42
45198;Marsainvilliers;121;3;1;6;1;12;8;13;64;2;8
45199;Melleroy;192;7;4;8;9;20;19;5;119;6;23
45200;Ménestreau-en-Villette;483;25;14;88;35;130;46;41;212;9;69
45201;Mérinville;81;3;0;1;0;12;2;6;49;2;3
45202;Messas;294;18;5;62;13;58;42;19;172;10;33
45203;Meung-sur-Loire;2153;179;58;355;125;391;191;121;813;51;154
45204;Mézières-lez-Cléry;271;29;3;55;32;74;29;13;97;13;52
45205;Mézières-en-Gâtinais;83;1;0;4;3;12;12;8;60;2;9
45206;Mignères;69;3;0;10;5;14;12;6;49;2;6
45207;Mignerette;123;5;3;4;5;13;11;3;91;3;14
45208;Montargis;3999;372;139;407;127;480;264;191;996;85;208
45209;Montbarrois;74;7;2;12;1;17;7;14;79;3;13
45210;Montbouy;240;6;6;19;5;27;23;28;138;8;30
45212;Montcresson;454;11;14;40;8;72;34;7;236;10;41
45213;Montereau;205;7;10;21;9;37;20;22;122;6;26
45214;Montigny;74;5;1;4;1;9;7;4;54;3;12
45215;Montliard;60;1;2;11;4;22;5;2;34;2;4
45216;Mormant-sur-Vernisson;26;1;0;2;0;8;6;5;41;0;3
45217;Morville-en-Beauce;50;4;4;13;3;11;5;5;36;4;5
45218;Le Moulinet-sur-Solin;38;0;2;4;3;9;2;4;38;1;5
45219;Moulon;61;1;0;4;3;12;3;3;56;2;5
45220;Nancray-sur-Rimarde;179;4;2;22;5;23;16;23;128;10;24
45222;Nargis;415;30;6;36;11;59;37;39;292;14;45
45223;Nesploy;104;11;1;20;5;21;10;11;57;2;8
45224;Neuville-aux-Bois;1737;112;16;162;56;286;147;83;595;37;142
45225;La Neuville-sur-Essonne;100;4;0;13;3;17;8;13;88;5;10
45226;Neuvy-en-Sullias;453;36;7;54;21;56;31;36;238;12;54
45227;Nevoy;352;18;17;66;12;75;39;37;192;15;39
45228;Nibelle;348;40;9;52;26;61;33;28;190;14;45
45229;Nogent-sur-Vernisson;843;52;15;85;32;122;56;44;402;24;65
45230;Noyers;244;11;7;13;11;45;14;21;171;10;25
45231;Oison;30;2;2;6;0;10;6;6;22;4;1
45232;Olivet;5922;603;132;1385;559;2073;897;435;1770;181;501
45233;Ondreville-sur-Essonne;140;2;1;13;4;28;17;13;84;4;9
45234;Orléans;33197;4777;573;5688;2482;5370;2748;1997;5767;508;2186
45235;Ormes;1493;118;31;185;29;308;154;92;640;37;117
45237;Orville;59;3;1;2;0;10;8;2;18;1;3
45238;Ousson-sur-Loire;270;19;7;34;6;49;20;16;132;7;23
45239;Oussoy-en-Gâtinais;136;2;3;4;5;17;8;14;99;6;15
45240;Outarville;474;30;2;23;12;57;41;23;210;5;29
45241;Ouvrouer-les-Champs;139;25;6;24;15;25;22;4;78;10;21
45242;Ouzouer-des-Champs;62;0;3;5;2;10;12;6;67;3;11
45243;Ouzouer-sous-Bellegarde;124;7;2;6;5;16;13;8;73;2;15
45244;Ouzouer-sur-Loire;1004;51;29;119;33;130;44;36;477;19;119
45245;Ouzouer-sur-Trézée;338;12;13;27;11;49;41;26;214;4;35
45246;Pannecières;39;3;0;1;0;1;8;2;20;1;2
45247;Pannes;1383;101;24;93;22;174;77;58;619;27;100
45248;Patay;690;42;10;42;17;109;61;38;312;14;41
45249;Paucourt;257;23;11;73;25;83;46;40;174;14;23
45250;Pers-en-Gâtinais;72;6;3;13;7;6;13;6;52;3;5
45251;Pierrefitte-ès-Bois;82;2;4;14;1;12;2;9;78;4;16
45252;Pithiviers;2140;258;36;174;45;313;119;65;601;28;134
45253;Pithiviers-le-Vieil;573;30;17;45;13;81;50;44;277;21;74
45254;Poilly-lez-Gien;871;44;23;102;27;146;69;58;399;30;78
45255;Préfontaines;153;4;2;9;1;16;13;12;109;2;15
45256;Presnoy;65;4;4;9;6;10;7;13;43;3;12
45257;Pressigny-les-Pins;188;6;3;6;0;22;16;12;106;4;18
45258;Puiseaux;1210;53;33;86;36;142;60;47;523;17;86
45259;Quiers-sur-Bezonde;290;18;8;38;21;79;51;31;240;13;49
45260;Ramoulu;67;5;3;15;1;12;10;3;44;4;9
45261;Rebréchien;374;36;10;99;35;118;41;39;264;19;51
45262;Rouvray-Sainte-Croix;59;3;0;3;0;4;8;4;33;1;6
45263;Rouvres-Saint-Jean;80;1;1;6;1;11;8;4;51;3;7
45264;Rozières-en-Beauce;75;3;0;13;1;9;14;3;26;1;4
45265;Rozoy-le-Vieil;116;4;2;10;4;8;10;15;95;1;10
45266;Ruan;58;10;2;4;1;5;16;9;41;3;9
45268;Saint-Aignan-le-Jaillard;162;19;8;17;3;38;15;16;101;9;19
45269;Saint-Ay;1404;94;19;169;81;251;109;54;517;31;94
45270;Saint-Benoît-sur-Loire;626;45;12;74;20;107;61;27;303;12;73
45271;Saint-Brisson-sur-Loire;285;12;10;43;17;46;29;29;158;11;45
45272;Saint-Cyr-en-Val;1036;139;20;285;106;339;115;60;418;25;102
45273;Saint-Denis-de-l'Hôtel;1004;112;20;120;68;196;78;47;360;14;97
45274;Saint-Denis-en-Val;2704;210;47;537;176;705;338;202;980;57;245
45275;Saint-Firmin-des-Bois;156;9;2;14;3;17;20;13;90;3;21
45276;Saint-Firmin-sur-Loire;123;4;6;24;10;38;14;10;94;1;18
45277;Saint-Florent;126;9;0;21;7;39;17;15;81;4;11
45278;Sainte-Geneviève-des-Bois;351;15;8;30;16;63;24;17;204;5;28
45279;Saint-Germain-des-Prés;585;20;4;65;39;70;53;34;385;11;55
45280;Saint-Gondon;316;13;5;53;11;56;40;29;231;17;34
45281;Saint-Hilaire-les-Andrésis;352;17;6;30;10;42;23;11;222;9;29
45282;Saint-Hilaire-Saint-Mesmin;1006;61;23;228;80;288;131;120;409;33;99
45283;Saint-Hilaire-sur-Puiseaux;51;0;2;0;0;15;7;6;51;0;8
45284;Saint-Jean-de-Braye;6876;900;133;1027;455;1134;455;348;1670;148;484
45285;Saint-Jean-de-la-Ruelle;5987;764;103;582;208;611;205;188;1211;97;303
45286;Saint-Jean-le-Blanc;2915;306;49;537;188;678;317;180;834;61;204
45288;Saint-Loup-des-Vignes;135;4;2;12;6;21;14;13;65;6;18
45289;Saint-Lyé-la-Forêt;382;14;5;45;14;71;40;37;220;17;42
45290;Saint-Martin-d'Abbat;583;30;11;61;24;113;68;28;303;13;53
45291;Saint-Martin-sur-Ocre;406;23;10;44;9;66;37;41;215;16;39
45292;Saint-Maurice-sur-Aveyron;245;9;4;30;17;39;20;24;172;9;27
45293;Saint-Maurice-sur-Fessard;384;18;5;36;11;56;34;14;242;11;45
45294;Saint-Michel;29;0;0;9;1;11;10;4;31;0;6
45296;Saint-Péravy-la-Colombe;189;14;3;17;5;39;30;15;128;7;16
45297;Saint-Père-sur-Loire;356;25;14;50;8;45;30;23;150;4;43
45298;Saint-Pryvé-Saint-Mesmin;1825;199;45;335;138;511;224;144;654;51;144
45299;Saint-Sigismond;73;1;1;7;1;27;12;9;54;2;3
45300;Sandillon;1349;106;35;264;97;347;165;101;579;36;140
45301;Santeau;121;2;0;10;4;14;9;18;83;5;20
45302;Saran;6023;617;288;623;212;772;282;243;1697;107;344
45303;Sceaux-du-Gâtinais;194;9;3;20;8;36;18;11;144;4;25
45305;Seichebrières;54;3;5;9;4;6;8;5;23;5;8
45306;La Selle-en-Hermoy;233;23;5;28;8;51;15;18;168;5;16
45307;La Selle-sur-le-Bied;376;22;9;35;15;51;24;47;223;14;21
45308;Semoy;1126;134;34;220;87;270;110;75;405;33;98
45309;Sennely;237;13;5;15;18;44;27;22;97;11;43
45310;Sermaises;507;26;6;27;6;75;23;25;248;10;42
45311;Sigloy;205;16;3;34;16;35;31;18;131;8;25
45312;Solterre;165;3;3;18;3;13;12;5;107;2;14
45313;Sougy;276;13;5;15;8;49;32;30;191;4;19
45314;Sully-la-Chapelle;142;6;6;27;3;28;10;14;63;4;17
45315;Sully-sur-Loire;1891;183;28;129;50;266;114;103;559;41;139
45316;Sury-aux-Bois;261;12;6;31;21;48;18;23;155;16;29
45317;Tavers;453;57;11;95;42;123;65;25;182;12;54
45320;Thignonville;122;7;3;10;2;11;5;8;61;5;7
45321;Thimory;199;11;5;16;11;34;16;11;143;7;29
45322;Thorailles;61;4;3;11;0;9;4;6;38;3;5
45323;Thou;56;2;1;3;2;18;8;5;52;0;6
45324;Tigy;828;43;19;117;36;169;47;61;389;15;65
45325;Tivernon;98;5;6;5;4;5;14;3;45;2;15
45326;Tournoisis;152;11;2;15;2;15;24;5;54;2;7
45327;Traînou;1288;68;21;132;61;225;77;87;526;39;115
45328;Treilles-en-Gâtinais;113;4;5;17;1;13;8;5;59;6;10
45329;Triguères;405;23;15;31;20;76;30;26;305;19;67
45330;Trinay;63;1;0;10;3;9;9;5;49;0;13
45331;Vannes-sur-Cosson;199;13;3;26;11;42;16;14;145;4;25
45332;Varennes-Changy;488;19;6;40;25;76;38;36;332;12;51
45333;Vennecy;647;45;18;84;36;116;54;32;279;15;61
45334;Vieilles-Maisons-sur-Joudry;152;8;6;26;10;56;15;13;112;5;40
45335;Vienne-en-Val;595;63;23;121;48;110;68;38;317;16;66
45336;Viglain;267;17;5;25;13;38;34;23;171;11;26
45337;Villamblain;97;1;7;8;4;15;16;10;41;0;7
45338;Villemandeur;2322;181;50;199;71;372;143;143;1190;56;163
45339;Villemoutiers;148;5;3;13;1;30;16;14;98;3;15
45340;Villemurlin;166;4;3;21;1;23;16;8;115;3;17
45341;Villeneuve-sur-Conie;50;3;2;4;2;6;11;6;58;3;6
45342;Villereau;134;4;7;11;8;16;19;7;84;2;12
45343;Villevoques;68;4;3;3;4;9;5;5;44;1;7
45344;Villorceau;344;17;16;49;19;66;23;13;195;7;27
45345;Vimory;316;17;12;33;9;63;32;19;227;11;40
45346;Vitry-aux-Loges;718;35;14;109;44;146;57;40;298;20;77
45347;Vrigny;293;11;4;35;14;35;26;22;138;11;30
45348;Yèvre-la-Ville;228;12;5;36;11;66;30;11;124;6;23
46001;Albas;169;21;7;54;22;28;22;9;55;3;46
46002;Albiac;38;1;0;9;3;7;2;1;20;1;14
46003;Alvignac;223;22;13;63;17;44;37;15;90;5;42
46004;Anglars;74;18;7;25;9;23;4;0;21;2;17
46005;Anglars-Juillac;83;9;6;35;4;28;19;7;61;2;16
46006;Anglars-Nozac;177;10;9;16;4;18;7;11;56;0;23
46007;Arcambal;308;38;13;86;29;60;37;21;122;10;58
46008;Les Arques;65;13;4;21;8;17;9;2;22;6;13
46009;Assier;203;61;20;65;27;40;13;4;52;6;38
46010;Aujols;100;19;6;45;12;20;12;13;55;2;17
46011;Autoire;103;8;12;39;12;34;16;7;50;2;24
46012;Aynac;206;15;16;46;7;38;11;3;72;6;35
46013;Bach;48;14;0;29;4;17;5;1;30;3;22
46015;Bagnac-sur-Célé;519;29;18;85;19;95;37;36;223;9;90
46016;Baladou;140;13;5;34;14;25;14;8;66;2;22
46017;Bannes;28;5;5;12;3;19;6;5;14;0;16
46018;Le Bastit;44;10;2;7;5;16;7;3;18;1;15
46020;Beauregard;79;24;13;34;16;14;3;4;22;1;23
46021;Béduer;233;23;22;60;23;33;22;7;91;12;64
46022;Bélaye;55;18;6;29;20;14;5;4;16;3;12
46023;Belfort-du-Quercy;162;13;18;29;10;25;15;15;52;3;45
46024;Belmont-Bretenoux;133;3;4;30;7;30;10;7;64;3;14
46026;Belmont-Sainte-Foi;35;1;1;12;3;13;13;8;32;0;13
46027;Berganty;30;8;1;8;8;7;8;1;19;1;25
46028;Bétaille;343;26;14;59;17;71;39;14;168;5;43
46029;Biars-sur-Cère;624;49;42;122;16;63;42;30;213;16;87
46030;Bio;115;16;5;32;22;22;17;11;37;1;32
46031;Blars;40;5;4;13;1;6;12;2;15;1;9
46032;Boissières;131;19;5;34;12;16;9;7;52;3;18
46033;Porte-du-Quercy;196;16;2;42;15;31;23;13;82;5;44
46034;Le Bourg;79;16;4;41;11;19;8;12;38;3;19
46035;Boussac;53;7;5;17;18;13;5;2;24;2;11
46036;Le Bouyssou;27;12;3;21;8;9;0;3;12;3;17
46037;Bouziès;22;5;1;6;1;9;2;2;18;3;6
46038;Bretenoux;426;35;17;122;24;98;40;32;167;14;45
46039;Brengues;54;10;3;16;6;17;4;2;30;0;16
46040;Cabrerets;71;9;1;31;10;12;10;6;18;2;18
46041;Cadrieu;57;11;4;16;8;13;8;4;24;1;11
46042;Cahors;6733;623;224;1636;494;946;546;337;1747;137;554
46043;Cahus;68;8;7;9;8;10;1;7;32;2;12
46044;Caillac;193;16;6;64;13;40;13;10;106;6;27
46045;Cajarc;365;40;11;102;30;78;30;18;111;12;54
46046;Calamane;171;14;2;41;11;28;15;11;76;6;21
46047;Calès;55;4;3;21;5;17;7;8;29;1;21
46049;Calvignac;56;11;7;32;13;28;3;8;23;2;21
46050;Cambayrac;50;7;3;17;3;16;2;3;28;3;4
46051;Cambes;128;29;14;26;7;23;11;7;36;2;23
46052;Camboulit;74;4;4;26;10;13;11;11;41;2;14
46053;Camburat;130;18;5;31;7;31;9;4;76;4;24
46054;Caniac-du-Causse;102;11;4;26;12;16;13;2;28;5;23
46055;Capdenac;421;40;14;104;25;76;39;19;130;9;52
46056;Carayac;22;12;2;14;6;2;1;0;12;3;9
46057;Cardaillac;175;24;16;71;30;31;8;7;69;14;47
46058;Carennac;122;5;10;43;10;25;21;13;50;3;24
46059;Carlucet;39;10;2;23;8;9;7;3;42;2;19
46060;Carnac-Rouffiac;72;8;0;19;6;23;11;8;44;2;14
46061;Cassagnes;70;5;0;13;5;10;6;3;25;1;10
46062;Castelfranc;100;16;2;29;9;20;12;6;56;6;21
46063;Castelnau-Montratier;611;39;47;127;34;99;91;49;271;12;115
46064;Catus;306;25;12;60;23;36;18;25;93;11;59
46065;Cavagnac;105;13;11;39;8;36;16;12;85;0;18
46066;Cazals;152;15;13;57;10;25;24;18;100;11;23
46068;Cénevières;43;11;1;24;11;16;8;2;24;2;17
46069;Cézac;72;7;3;16;2;14;8;6;34;1;10
46070;Cieurac;182;15;19;55;14;28;25;11;94;5;30
46072;Concorès;83;11;6;38;14;20;20;8;55;2;23
46073;Concots;122;34;9;49;17;16;14;18;53;6;30
46074;Condat;121;10;4;38;6;24;17;7;53;5;15
46075;Corn;71;16;2;29;18;15;6;3;28;3;20
46076;Cornac;114;11;5;38;6;20;8;3;51;3;33
46078;Couzou;26;5;2;6;1;4;1;3;28;1;11
46079;Cras;21;7;3;11;8;3;2;2;25;2;2
46080;Crayssac;270;19;8;39;22;36;20;17;136;7;27
46081;Crégols;21;11;1;11;3;4;1;0;3;1;4
46082;Cremps;96;22;11;35;12;22;29;11;57;5;27
46083;Cressensac-Sarrazac;387;25;25;123;24;91;32;16;193;7;58
46084;Creysse;77;6;2;30;13;30;12;6;48;3;22
46085;Cuzac;67;16;5;19;7;4;3;9;22;0;8
46086;Cuzance;156;22;15;53;16;41;24;17;98;5;42
46087;Dégagnac;238;13;5;59;15;33;10;13;92;6;41
46088;Douelle;269;26;19;103;25;64;30;15;100;11;34
46089;Duravel;347;17;13;79;15;67;19;29;117;7;47
46090;Durbans;29;11;5;24;4;14;11;4;16;2;8
46091;Escamps;64;11;3;27;9;14;5;1;26;3;9
46092;Esclauzels;81;13;5;16;9;16;4;6;35;4;21
46093;Espagnac-Sainte-Eulalie;21;6;6;22;6;8;2;0;9;1;8
46094;Espédaillac;87;19;14;30;10;23;10;10;36;4;16
46095;Espère;332;32;14;87;20;39;18;17;108;4;49
