CODGEO;LIBGEO;Abstention;LO;PCF;LFI;Génération.s;PS - Place Publique;EELV;Renaissance;UDI;LR;Debout la France;RN;Patriotes, Jaunes, Citoyens;UPR;Alliance Jaune;Divers
01374;Saint-Martin-du-Mont;645;4;11;37;18;40;101;166;23;59;36;172;3;6;2;14
01375;Saint-Martin-le-Châtel;282;1;1;14;14;16;46;50;6;27;18;80;3;2;1;11
01376;Saint-Maurice-de-Beynost;1318;8;20;63;48;66;155;238;38;91;32;252;9;13;5;41
01378;Saint-Maurice-de-Gourdans;992;4;16;31;20;39;125;228;25;100;53;299;7;13;9;40
01379;Saint-Maurice-de-Rémens;236;2;6;11;6;7;32;33;0;17;15;95;5;1;2;9
01380;Saint-Nizier-le-Bouchoux;253;0;2;7;10;1;20;64;7;33;13;67;1;2;1;8
01381;Saint-Nizier-le-Désert;275;3;1;8;10;9;34;43;11;28;13;126;1;1;3;13
01382;Sainte-Olive;120;1;1;0;0;4;12;31;1;12;3;31;1;1;0;3
01383;Saint-Paul-de-Varax;559;4;5;18;10;21;39;88;12;56;33;166;4;4;5;18
01384;Saint-Rambert-en-Bugey;744;3;10;51;16;28;78;72;6;33;19;176;4;9;3;25
01385;Saint-Rémy;363;0;3;23;6;16;64;117;6;48;17;55;1;3;1;24
01386;Saint-Sorlin-en-Bugey;362;3;6;22;17;31;63;108;13;58;11;94;3;2;1;19
01387;Saint-Sulpice;85;0;1;5;0;2;8;12;1;10;3;17;2;2;4;2
01388;Saint-Trivier-de-Courtes;363;4;8;13;9;9;15;65;9;46;10;91;5;6;5;13
01389;Saint-Trivier-sur-Moignans;680;3;8;20;15;26;66;124;17;71;28;217;5;3;1;22
01390;Saint-Vulbas;428;4;3;9;6;9;20;52;14;34;17;155;3;11;3;18
01391;Salavre;107;1;2;9;2;4;5;23;10;18;12;39;2;3;1;5
01392;Samognat;215;1;7;7;7;7;28;48;13;39;9;77;3;3;1;5
01393;Sandrans;190;2;1;5;7;9;27;40;6;21;7;62;3;0;0;9
01396;Sault-Brénaz;356;2;9;12;4;16;26;54;4;24;10;62;3;3;4;13
01397;Sauverny;312;2;4;6;6;8;61;111;14;37;9;29;2;5;1;15
01398;Savigneux;488;1;1;10;3;11;46;106;16;48;33;128;6;5;0;27
01399;Ségny;619;0;0;9;13;26;85;128;15;50;14;73;9;7;0;33
01400;Seillonnaz;42;0;3;4;3;6;12;18;1;11;3;18;1;0;2;0
01401;Sergy;467;0;4;18;5;32;123;177;14;57;19;57;1;4;1;30
01402;Sermoyer;223;3;2;9;4;21;20;44;5;17;12;66;1;1;1;15
01403;Serrières-de-Briord;490;7;18;25;22;25;38;68;8;29;18;109;6;8;1;29
01404;Serrières-sur-Ain;38;0;0;8;3;3;9;12;1;4;7;21;0;2;0;5
01405;Servas;468;2;7;24;5;11;48;65;6;28;14;136;1;1;1;23
01406;Servignat;50;0;3;1;2;2;7;20;1;3;0;26;1;0;0;3
01407;Seyssel;280;2;10;14;8;11;38;59;7;19;13;78;6;6;1;19
01408;Simandre-sur-Suran;244;0;7;18;15;12;49;34;8;21;13;73;3;2;3;7
01410;Sonthonnax-la-Montagne;91;3;5;7;2;5;25;27;4;11;10;32;2;0;1;7
01411;Souclin;74;2;1;9;0;1;8;18;5;14;5;37;0;1;0;11
01412;Sulignat;207;0;4;9;4;8;20;58;9;14;6;60;0;3;1;3
01415;Talissieu;131;0;3;10;2;7;20;33;3;12;5;55;0;0;2;10
01416;Tenay;329;1;7;21;10;13;23;56;3;13;8;122;2;2;3;18
01418;Thil;428;1;4;16;18;21;76;112;13;40;15;53;3;2;1;23
01419;Thoiry;1682;5;17;54;34;76;305;513;32;144;38;177;10;24;6;101
01420;Thoissey;597;5;6;19;13;24;43;88;10;38;13;140;4;3;4;21
01421;Torcieu;194;0;4;18;10;9;21;38;1;17;26;120;5;3;4;21
01422;Tossiat;483;4;13;26;10;26;74;140;12;48;15;148;4;5;1;20
01423;Toussieux;346;0;5;18;10;14;56;83;17;27;13;112;4;5;3;19
01424;Tramoyes;624;2;6;36;13;38;142;198;17;75;36;159;5;6;5;40
01425;La Tranclière;105;0;0;3;6;8;15;27;3;6;6;42;0;1;0;3
01426;Val-Revermont;890;5;14;55;32;44;145;184;38;75;20;215;10;17;6;54
01427;Trévoux;2167;14;31;118;65;118;351;511;65;178;64;337;17;13;9;72
01428;Valeins;44;0;0;0;0;3;8;12;0;10;2;15;0;0;0;0
01429;Vandeins;201;1;0;11;3;10;36;44;13;22;15;82;3;1;0;17
01430;Varambon;189;1;8;11;7;13;31;40;3;28;12;71;3;2;2;9
01431;Vaux-en-Bugey;396;4;6;44;16;23;71;100;12;58;20;104;2;7;3;26
01432;Verjon;108;0;1;7;4;9;11;24;3;15;5;31;1;0;3;5
01433;Vernoux;75;1;0;2;5;8;6;10;2;9;5;37;0;4;1;3
01434;Versailleux;147;0;1;5;2;4;20;29;5;23;16;50;2;2;0;7
01435;Versonnex;703;3;4;17;15;38;106;147;11;26;14;99;7;4;3;45
01436;Vesancy;162;1;2;6;7;4;33;68;4;15;2;10;1;1;0;16
01437;Vescours;68;1;3;2;1;3;5;10;1;9;4;26;1;1;3;4
01439;Vésines;25;0;0;1;1;3;5;9;1;5;5;6;0;1;2;0
01441;Vieu-d'Izenave;254;1;0;14;3;2;30;32;1;38;12;54;0;1;2;9
01443;Villars-les-Dombes;1603;14;20;69;46;79;177;352;41;141;66;441;9;19;12;68
01444;Villebois;383;5;13;34;17;11;54;63;9;38;11;140;14;15;3;17
01445;Villemotier;226;2;6;3;5;11;21;46;5;34;10;70;4;1;1;15
01446;Villeneuve;579;2;3;18;6;11;64;103;17;82;36;140;6;5;3;21
01447;Villereversure;452;2;10;25;7;23;44;64;10;39;15;145;1;1;1;22
01448;Villes;133;1;2;7;1;8;21;33;5;20;3;32;2;2;2;4
01449;Villette-sur-Ain;268;0;7;6;11;11;40;63;9;19;14;89;2;2;0;15
01450;Villieu-Loyes-Mollon;1290;3;30;47;36;52;193;262;38;140;57;426;11;13;4;47
01451;Viriat;2275;17;26;75;41;120;265;550;82;315;119;525;22;25;12;72
01452;Virieu-le-Grand;319;5;13;35;15;18;29;53;5;14;24;102;2;14;1;27
01453;Arviere-en-Valromey;266;1;6;21;12;10;31;45;5;42;14;84;3;1;1;4
01454;Virignin;342;1;6;15;8;19;28;52;12;25;11;92;2;4;4;17
01456;Vongnes;26;0;1;1;3;1;6;15;2;2;3;2;1;1;0;4
01457;Vonnas;1086;1;16;37;24;42;84;238;41;121;43;231;9;10;5;48
02001;Abbécourt;183;3;3;11;6;3;11;20;1;9;7;109;6;1;0;6
02002;Achery;149;0;2;16;5;9;9;27;3;15;12;118;1;0;0;8
02003;Acy;365;5;4;23;7;17;54;57;5;30;22;154;2;7;5;17
02004;Agnicourt-et-Séchelles;57;0;1;3;5;0;6;18;4;11;2;36;0;1;0;1
02005;Aguilcourt;138;1;1;13;1;2;21;28;6;11;14;68;1;2;3;12
02006;Aisonville-et-Bernoville;83;1;2;6;3;1;4;12;3;11;16;69;0;0;2;3
02007;Aizelles;27;0;1;1;2;2;6;9;4;4;7;18;0;0;0;1
02008;Aizy-Jouy;73;1;3;10;1;7;15;7;2;17;6;51;2;0;0;2
02009;Alaincourt;175;5;4;13;0;8;16;27;5;9;9;103;3;0;0;6
02010;Allemant;33;0;1;5;2;2;5;15;2;2;3;44;1;2;0;0
02011;Ambleny;484;3;15;24;11;24;32;74;5;50;22;160;1;8;1;18
02012;Ambrief;23;0;0;1;0;3;1;4;2;9;0;14;0;0;0;1
02013;Amifontaine;129;1;5;2;3;3;15;25;1;13;13;65;0;0;3;5
02014;Amigny-Rouy;246;2;13;15;8;12;32;25;9;22;20;118;5;5;1;15
02015;Ancienville;16;0;0;1;0;3;0;7;0;3;2;25;0;0;0;1
02016;Andelain;73;1;7;10;3;9;6;11;3;6;7;31;0;0;1;2
02017;Anguilcourt-le-Sart;95;1;4;10;1;5;7;13;2;8;8;34;2;0;1;5
02018;Anizy-le-Grand;830;3;14;67;17;54;82;131;37;49;45;361;11;6;7;39
02019;Annois;149;0;5;8;2;4;4;17;5;12;9;59;2;0;0;1
02020;Any-Martin-Rieux;172;1;3;9;3;4;11;30;1;15;13;72;2;1;2;2
02021;Archon;34;2;0;1;0;1;9;3;0;2;0;25;0;0;0;2
02022;Arcy-Sainte-Restitue;153;1;0;10;2;5;16;37;5;20;2;64;0;0;1;3
02023;Armentières-sur-Ourcq;31;1;2;1;0;2;8;13;0;7;1;22;0;0;0;1
02024;Arrancy;11;2;1;0;0;0;4;2;0;5;3;10;0;0;0;0
02025;Artemps;89;2;3;6;3;6;9;20;2;20;12;81;0;0;1;7
02027;Assis-sur-Serre;86;2;2;6;3;2;3;15;0;11;3;56;1;0;0;1
02028;Athies-sous-Laon;897;19;30;55;39;48;84;148;20;46;34;416;4;8;9;42
02029;Attilly;126;0;2;8;5;10;15;16;6;15;2;54;1;3;0;7
02030;Aubencheul-aux-Bois;90;0;3;6;2;2;11;19;7;11;9;41;0;1;1;4
02031;Aubenton;193;2;3;10;3;9;12;19;2;16;20;134;1;0;0;3
02032;Aubigny-aux-Kaisnes;89;1;0;4;1;0;4;12;0;8;6;56;1;1;1;1
02033;Aubigny-en-Laonnois;39;0;0;1;1;1;9;6;0;3;6;18;0;0;0;4
02034;Audignicourt;41;1;0;1;0;0;4;5;4;5;3;18;0;0;0;0
02035;Audigny;83;0;3;8;3;10;9;12;2;13;4;47;1;0;0;6
02036;Augy;29;0;2;2;2;1;1;6;1;1;0;16;0;1;0;3
02037;Aulnois-sous-Laon;455;4;12;50;23;29;45;77;11;19;25;186;9;4;4;24
02038;Les Autels;31;0;0;0;3;3;1;4;1;2;0;12;0;2;0;0
02039;Autremencourt;41;0;0;4;0;2;5;14;0;6;5;36;0;0;0;5
02040;Autreppes;49;1;4;9;1;5;4;15;1;8;4;26;2;1;1;5
02041;Autreville;297;4;8;24;8;14;22;57;3;19;20;133;7;1;2;12
02042;Azy-sur-Marne;117;2;0;13;7;10;17;22;4;5;6;66;0;1;0;9
02043;Bagneux;17;0;0;1;0;0;2;0;0;2;4;20;0;0;2;1
02044;Bancigny;8;0;0;0;0;0;0;0;0;6;0;9;0;0;0;1
02046;Barenton-Bugny;154;1;10;14;6;13;13;31;4;16;10;114;5;0;1;12
02047;Barenton-Cel;47;0;3;5;0;1;3;8;0;5;3;36;1;0;1;2
02048;Barenton-sur-Serre;17;0;0;3;4;3;2;9;2;10;2;26;0;2;0;4
02049;Barisis-aux-Bois;204;5;14;10;3;12;20;43;6;24;16;129;4;1;1;19
02050;Barzy-en-Thiérache;118;0;0;7;1;6;3;22;0;8;7;62;0;2;0;1
02051;Barzy-sur-Marne;115;0;0;8;0;3;11;27;10;13;2;60;0;2;2;12
02052;Bassoles-Aulers;60;0;2;3;0;3;12;3;0;4;0;23;4;2;0;4
02053;Vallées en Champagne;192;0;3;20;1;17;26;59;7;20;16;70;0;2;2;13
02054;Bazoches-sur-Vesles;165;1;5;6;6;8;14;32;4;15;7;64;1;0;3;9
02055;Beaumé;28;0;0;2;1;0;5;5;2;2;1;38;0;0;0;1
02056;Beaumont-en-Beine;58;0;3;1;0;3;7;8;6;1;4;40;0;1;0;2
02057;Beaurevoir;470;10;7;19;6;7;21;68;8;36;21;249;2;5;0;16
02058;Beaurieux;210;1;1;15;4;6;25;48;4;21;14;118;2;2;0;8
02059;Beautor;998;16;22;75;18;31;33;105;27;19;33;415;10;13;0;34
02060;Beauvois-en-Vermandois;108;1;0;9;1;10;1;17;1;12;2;34;0;0;1;4
02061;Becquigny;105;0;1;8;2;4;2;6;1;2;3;51;2;0;0;5
02062;Belleau;47;0;0;5;0;0;4;3;4;7;1;16;0;1;0;4
02063;Bellenglise;131;2;3;7;4;6;7;17;0;4;2;89;2;2;0;4
02064;Belleu;1402;5;29;63;45;41;92;184;21;55;39;450;1;12;3;58
02065;Bellicourt;239;1;4;13;3;5;10;26;2;19;6;116;2;4;4;11
02066;Benay;66;1;1;9;3;3;5;16;1;8;8;34;0;0;1;5
02067;Bergues-sur-Sambre;57;0;0;5;2;8;1;22;2;2;7;45;1;0;1;2
02068;Berlancourt;16;0;0;1;0;0;1;5;1;0;28;12;0;0;0;0
02069;Berlise;30;0;1;2;0;2;2;11;0;3;1;29;1;0;1;3
02070;Bernot;130;1;2;13;2;8;14;33;2;16;6;88;1;0;2;6
02071;Berny-Rivière;216;2;5;12;6;12;31;52;2;22;3;101;3;6;1;12
02072;Berrieux;56;2;1;3;0;0;2;28;3;9;1;23;0;0;1;3
02073;Berry-au-Bac;185;1;2;17;5;2;11;34;3;7;10;110;7;2;0;2
02074;Bertaucourt-Epourdon;201;3;3;15;7;1;8;28;1;12;9;112;0;6;0;8
02075;Berthenicourt;62;0;2;3;3;0;4;8;1;13;5;42;1;1;0;5
02076;Bertricourt;46;0;1;4;2;1;5;10;6;6;2;12;0;0;0;5
02077;Berzy-le-Sec;150;3;5;12;4;7;18;32;4;13;4;48;2;2;1;7
02078;Besmé;32;1;1;8;2;1;2;10;2;3;2;36;0;1;0;2
02079;Besmont;43;0;1;0;2;2;3;11;1;7;1;30;0;0;0;2
02080;Besny-et-Loizy;97;2;2;7;4;6;14;34;6;27;7;47;3;1;2;7
02081;Béthancourt-en-Vaux;158;2;0;11;5;4;5;28;2;7;9;60;3;4;0;12
02082;Beugneux;34;0;3;4;3;3;1;13;1;2;2;18;1;0;0;5
02083;Beuvardes;209;1;3;16;1;12;18;33;3;18;14;141;1;2;1;10
02084;Bézu-le-Guéry;60;1;5;6;2;9;6;14;3;2;5;36;0;1;0;12
02085;Bézu-Saint-Germain;371;4;4;9;6;14;45;50;8;14;11;103;1;6;0;17
02086;Bichancourt;334;5;6;31;10;23;30;59;6;30;31;157;3;2;2;15
02087;Bieuxy;9;0;0;0;1;3;2;2;0;0;0;6;0;0;0;0
02088;Bièvres;22;0;1;2;0;1;2;5;0;5;3;16;0;0;0;1
02089;Billy-sur-Aisne;380;9;11;16;3;15;32;61;8;33;20;199;4;3;0;20
02090;Billy-sur-Ourcq;74;1;0;2;8;2;8;15;1;3;3;25;0;2;2;4
02091;Blanzy-lès-Fismes;29;1;2;3;0;3;1;9;2;1;1;14;0;0;0;2
02093;Blérancourt;421;5;7;18;11;25;41;55;8;32;20;182;3;9;5;20
02094;Blesmes;109;2;2;21;1;4;16;29;5;31;12;60;1;2;3;11
02095;Bohain-en-Vermandois;1672;21;65;116;44;122;84;165;31;76;49;857;16;15;6;60
02096;Bois-lès-Pargny;70;3;0;5;1;2;5;7;4;9;4;33;2;1;0;5
02097;Boncourt;79;2;0;6;2;5;5;12;1;16;1;62;0;0;0;1
02098;Bonneil;130;1;5;14;5;3;14;38;1;13;6;38;2;2;0;9
02099;Bonnesvalyn;70;2;2;7;4;2;12;8;2;1;5;39;2;4;1;1
02100;Bony;42;0;0;8;0;0;2;9;0;3;6;38;2;2;0;2
02101;Bosmont-sur-Serre;51;1;0;4;1;4;5;5;3;12;5;35;0;0;0;4
02102;Bouconville-Vauclair;44;0;0;4;2;5;7;17;3;11;4;30;1;0;0;3
02103;Boué;455;2;7;25;12;15;26;51;8;22;22;225;2;2;2;11
02104;Bouffignereux;32;0;0;2;0;3;6;16;2;4;2;6;0;1;0;1
02105;Bouresches;79;1;0;3;0;1;7;6;1;6;0;29;0;0;2;7
02106;Bourg-et-Comin;167;2;12;17;10;5;14;25;5;7;13;127;5;4;7;16
02107;Bourguignon-sous-Coucy;28;0;0;8;1;1;0;1;0;1;2;24;0;0;0;1
02108;Bourguignon-sous-Montbavin;42;0;1;5;3;2;15;14;1;8;1;12;0;0;1;1
02109;La Bouteille;156;2;3;13;2;7;10;23;8;15;6;91;1;1;0;1
02110;Braine;706;6;10;37;10;23;33;138;19;51;38;290;6;5;3;31
02111;Brancourt-en-Laonnois;215;4;6;30;6;12;19;40;2;6;13;118;6;6;6;9
02112;Brancourt-le-Grand;230;3;5;7;1;9;10;38;6;15;23;100;2;7;2;10
02114;Brasles;393;5;8;22;17;27;64;105;16;31;32;199;4;5;3;36
02115;Braye-en-Laonnois;43;0;1;4;5;5;5;22;5;5;2;37;1;0;2;6
02116;Braye-en-Thiérache;67;1;1;4;1;2;10;14;1;8;2;19;0;1;0;0
02117;Bray-Saint-Christophe;31;0;0;0;1;0;3;8;0;4;3;16;0;0;0;0
02118;Braye;40;0;2;1;1;3;3;3;6;3;6;16;3;0;0;1
02119;Brécy;108;3;2;6;0;3;10;18;1;11;2;57;0;2;0;6
02120;Brenelle;80;0;2;3;3;2;2;15;1;9;0;38;0;0;1;1
02121;Breny;61;1;2;4;3;2;8;5;3;4;7;36;4;0;1;6
02122;Brie;21;0;0;2;0;1;2;3;4;2;0;9;1;0;0;0
02123;Brissay-Choigny;79;3;6;10;11;5;10;17;0;13;7;47;1;3;0;8
02124;Brissy-Hamégicourt;211;0;0;14;6;4;17;46;5;29;18;121;0;3;1;10
02125;Brumetz;60;2;1;9;3;6;12;13;4;10;3;23;0;1;1;3
02126;Brunehamel;176;1;6;8;3;11;14;22;6;22;18;61;2;1;1;5
02127;Bruyères-sur-Fère;69;0;2;4;0;3;6;13;2;4;1;39;2;0;1;4
02128;Bruyères-et-Montbérault;492;6;9;30;19;43;72;126;18;71;32;185;3;4;8;23
02129;Bruys;2;0;0;0;0;0;2;3;1;7;0;3;0;0;0;2
02130;Bucilly;51;0;0;13;0;5;12;13;1;5;6;42;1;1;1;6
02131;Bucy-le-Long;660;8;13;35;16;47;73;139;10;47;28;321;7;5;0;37
02132;Bucy-lès-Cerny;50;0;0;4;1;2;12;21;4;10;13;27;1;0;0;2
02133;Bucy-lès-Pierrepont;124;1;0;11;4;5;3;21;6;15;5;90;2;2;1;3
02134;Buire;341;5;7;33;15;33;36;45;7;15;11;149;3;4;4;11
02135;Buironfosse;375;7;2;13;12;11;13;40;7;25;24;219;3;2;4;15
02136;Burelles;53;3;1;1;0;0;3;14;1;7;4;33;0;0;0;4
02137;Bussiares;43;0;0;5;2;2;1;4;1;7;2;21;0;0;0;2
02138;Buzancy;63;0;1;1;0;1;1;21;1;13;12;42;0;2;0;1
02139;Caillouël-Crépigny;159;2;0;8;3;9;15;24;4;11;11;72;5;4;0;8
02140;Camelin;129;2;5;9;2;8;12;15;2;15;12;84;0;5;1;8
02141;La Capelle;664;9;14;40;6;26;24;82;11;53;28;241;5;3;6;24
02142;Castres;73;0;1;9;3;6;13;29;0;3;5;54;4;0;1;4
02143;Le Catelet;49;0;0;8;1;2;4;9;2;8;8;37;3;0;0;1
02144;Caulaincourt;43;0;0;0;0;4;6;18;1;7;0;17;0;0;1;4
02145;Caumont;181;2;6;10;18;17;21;32;3;17;8;98;0;2;4;10
02146;Celles-lès-Condé;24;0;0;0;1;1;9;8;0;7;0;7;0;0;0;2
02148;Celles-sur-Aisne;64;2;1;5;3;2;9;17;1;5;4;68;2;1;0;2
02149;Cerizy;15;3;0;2;0;1;2;14;0;1;0;12;0;0;0;0
02150;Cerny-en-Laonnois;25;1;1;0;0;0;2;3;0;1;0;17;0;1;0;0
02151;Cerny-lès-Bucy;38;1;0;1;0;5;6;6;2;4;3;7;1;0;1;2
02152;Cerseuil;26;0;1;1;0;0;1;9;2;7;3;14;0;0;0;1
02153;Cessières-Suzy;203;7;2;16;23;21;43;60;10;18;16;105;4;3;4;16
02154;Chacrise;94;0;5;10;6;3;12;21;5;12;3;65;0;0;0;6
02155;Chaillevois;49;1;1;2;7;4;11;14;2;6;8;19;4;0;0;4
02156;Chalandry;58;0;0;2;2;4;11;10;3;5;5;33;0;1;4;3
02157;Chambry;232;5;10;35;12;24;37;59;8;16;17;106;1;2;4;15
02158;Chamouille;59;0;1;5;4;3;14;19;0;9;2;32;1;0;1;2
02159;Champs;117;1;2;2;0;4;9;21;4;1;5;36;1;2;1;10
02160;Chaourse;163;1;3;8;1;11;14;24;1;16;6;79;1;0;2;2
02162;La Chapelle-sur-Chézy;72;2;0;7;1;5;10;14;0;4;6;53;3;1;1;5
02163;Charly-sur-Marne;757;9;18;50;17;27;70;162;26;65;56;248;8;11;9;56
02164;Le Charmel;86;4;2;6;3;5;12;15;1;13;8;63;3;2;3;8
02165;Charmes;605;9;15;49;16;30;29;83;16;20;35;240;9;8;4;29
02166;Chartèves;122;0;6;8;3;4;15;22;1;9;5;48;1;2;2;13
02167;Chassemy;286;8;6;16;6;7;25;58;15;26;19;150;1;0;0;11
02168;Château-Thierry;5321;35;114;296;111;168;392;812;103;250;147;1132;33;63;21;230
02169;Châtillon-lès-Sons;28;0;0;2;0;2;1;0;2;4;8;20;1;0;0;1
02170;Châtillon-sur-Oise;42;1;0;1;0;1;4;9;2;5;6;20;2;0;0;1
02171;Chaudardes;35;0;2;1;2;4;1;2;0;0;1;17;0;0;0;0
02172;Chaudun;92;0;1;6;2;5;15;16;4;11;4;34;0;1;0;1
02173;Chauny;3943;41;72;260;99;132;284;591;68;209;141;1368;42;40;26;187
02174;Chavignon;315;2;9;24;5;5;31;45;4;22;7;97;3;0;3;18
02175;Chavigny;40;0;2;2;2;1;6;13;1;6;5;34;0;0;2;1
02176;Chavonne;59;0;0;5;1;2;6;5;2;9;2;42;1;2;0;6
02177;Chérêt;33;2;1;4;4;3;8;18;4;8;2;16;0;1;0;1
02178;Chermizy-Ailles;30;0;0;7;0;0;1;4;3;6;0;22;2;0;0;1
02179;Chéry-Chartreuve;105;2;1;8;3;8;12;17;4;14;15;51;1;5;0;20
02180;Chéry-lès-Pouilly;243;2;8;15;8;6;23;30;13;24;8;106;2;5;2;8
02181;Chéry-lès-Rozoy;27;0;0;1;0;1;3;3;1;0;1;29;2;1;0;0
02182;Chevennes;46;0;1;1;1;3;4;6;0;2;12;33;0;0;0;0
02183;Chevregny;74;0;0;3;4;1;6;9;1;6;7;28;1;1;0;3
02184;Chevresis-Monceau;74;2;4;4;0;0;5;5;3;11;10;77;1;1;2;6
02185;Chézy-en-Orxois;106;0;2;18;0;5;15;20;3;19;3;48;3;1;1;13
02186;Chézy-sur-Marne;462;5;7;21;10;18;47;97;18;49;34;160;7;2;1;23
02187;Chierry;376;4;8;33;14;20;55;93;6;28;21;113;4;3;0;18
02188;Chigny;52;0;1;2;2;2;9;10;0;3;2;40;1;0;1;2
02189;Chivres-en-Laonnois;105;3;5;17;3;2;7;9;0;6;3;83;0;0;1;6
02190;Chivres-Val;196;1;1;3;4;5;18;42;5;10;14;110;1;5;3;8
02191;Chivy-lès-Etouvelles;104;1;3;6;4;8;32;29;5;12;12;99;3;3;1;6
02192;Chouy;121;1;1;4;3;5;12;14;1;28;0;72;1;1;0;5
02193;Cierges;26;0;0;1;1;2;2;6;0;2;3;8;2;0;0;1
02194;Cilly;51;0;5;4;4;5;6;25;0;8;3;46;0;0;0;1
02195;Ciry-Salsogne;307;3;5;21;4;15;29;51;8;20;25;163;8;3;1;11
02196;Clacy-et-Thierret;85;0;4;5;2;7;21;16;2;13;7;52;4;3;2;6
02197;Clairfontaine;212;3;0;3;0;8;13;40;3;20;19;58;8;4;1;6
02198;Clamecy;89;0;4;11;0;4;2;17;1;4;5;27;0;2;2;4
02199;Clastres;184;2;7;11;4;6;10;25;3;9;6;135;2;0;0;10
02200;Clermont-les-Fermes;27;0;0;3;0;0;1;8;4;7;0;28;0;0;0;1
02201;Coeuvres-et-Valsery;93;0;1;7;3;5;13;16;3;15;9;50;0;1;0;8
02203;Coincy;387;1;14;24;10;13;34;63;9;23;19;210;6;4;6;21
02204;Coingt;22;0;0;0;1;0;2;17;0;5;5;5;0;2;0;2
02205;Colligis-Crandelain;54;0;5;3;1;3;12;15;2;4;2;36;1;1;1;3
02206;Colonfay;21;2;3;3;0;2;7;2;1;0;6;13;0;1;0;1
02207;Commenchon;57;0;1;9;2;3;14;15;3;5;2;24;1;0;0;6
02208;Concevreux;70;3;0;12;5;1;7;21;4;6;8;44;1;4;4;5
02209;Condé-en-Brie;213;0;1;11;3;10;15;49;6;15;9;78;1;1;1;8
02210;Condé-sur-Aisne;149;1;4;4;5;4;11;23;0;8;2;74;1;0;2;5
02211;Condé-sur-Suippe;74;0;2;9;2;4;9;21;3;6;2;52;1;2;1;2
02212;Condren;214;2;4;23;3;15;23;29;9;14;19;118;3;4;1;10
02213;Connigis;108;1;8;5;0;3;12;14;4;4;5;55;5;2;0;3
02214;Contescourt;18;0;0;4;1;0;1;1;0;2;1;7;0;0;0;1
02215;Corbeny;248;0;7;21;7;10;32;30;1;24;8;104;2;4;0;9
02216;Corcy;102;0;0;5;6;2;12;19;1;11;4;38;0;2;1;13
02217;Coucy-le-Château-Auffrique;289;0;12;12;6;20;51;54;6;18;13;106;3;1;2;14
02218;Coucy-lès-Eppes;153;3;2;16;6;12;26;38;7;6;15;89;6;2;4;9
02219;Coucy-la-Ville;60;0;1;10;0;0;2;9;3;4;4;14;0;3;0;5
02220;Coulonges-Cohan;129;0;4;11;1;12;16;24;14;17;5;67;6;1;2;3
02221;Coupru;65;0;0;2;0;1;4;0;1;7;10;19;0;4;2;6
02222;Courbes;9;0;0;0;0;0;3;6;0;1;1;7;0;1;0;0
02223;Courboin;127;1;5;7;1;3;8;10;1;9;7;32;2;2;1;12
02224;Courcelles-sur-Vesles;126;3;2;2;2;4;11;16;2;5;6;84;3;1;0;6
02225;Courchamps;29;0;0;3;0;4;2;7;2;1;2;22;1;0;0;1
02226;Courmelles;691;6;17;31;19;26;34;113;13;37;36;321;6;6;2;27
02227;Courmont;34;0;1;0;2;1;0;4;2;2;5;27;1;2;0;4
02228;Courtemont-Varennes;79;0;2;11;3;2;16;26;2;8;3;37;1;2;2;4
02229;Courtrizy-et-Fussigny;17;0;3;0;0;0;9;9;1;1;2;1;2;0;0;5
02230;Couvrelles;66;0;1;6;1;2;8;14;4;11;2;25;0;1;1;4
02231;Couvron-et-Aumencourt;185;7;5;33;4;11;32;44;10;17;11;148;9;6;5;10
02232;Coyolles;57;2;3;5;4;6;10;20;0;6;0;43;1;0;0;12
02233;Cramaille;41;0;2;1;3;3;3;7;3;4;2;32;0;0;0;2
02234;Craonne;24;1;0;2;0;0;14;12;1;5;3;16;0;0;0;1
02235;Craonnelle;30;0;0;3;1;2;5;7;2;7;1;25;0;0;0;0
02236;Crécy-au-Mont;106;2;1;2;1;2;14;31;2;4;5;44;1;9;0;2
02237;Crécy-sur-Serre;455;7;7;58;15;13;23;65;6;22;13;221;9;5;8;25
02238;Crépy;549;4;12;32;12;33;50;88;23;31;20;313;14;8;3;22
02239;Crézancy;425;4;9;42;12;10;23;51;8;16;12;143;2;4;5;17
02240;Croix-Fonsommes;43;0;0;7;5;2;9;13;5;16;4;38;2;0;0;1
02241;La Croix-sur-Ourcq;15;0;1;1;0;2;7;8;2;7;2;26;0;1;0;1
02242;Crouttes-sur-Marne;215;1;3;9;3;4;22;40;7;13;17;76;4;1;2;13
02243;Crouy;1050;9;19;57;25;50;82;179;14;46;44;361;10;10;2;54
02244;Crupilly;16;0;1;2;0;0;0;11;1;1;0;10;0;0;0;2
02245;Cuffies;525;6;14;48;14;29;49;87;17;28;19;266;6;10;4;36
02246;Cugny;197;1;3;17;3;9;12;29;5;19;12;104;10;2;1;6
02248;Cuirieux;39;0;0;3;1;4;5;12;4;3;3;33;1;2;0;3
02249;Cuiry-Housse;20;1;0;6;0;0;4;9;0;7;7;15;0;1;0;6
02250;Cuiry-lès-Chaudardes;26;0;0;2;2;0;3;5;2;2;2;12;0;0;3;0
02251;Cuiry-lès-Iviers;16;0;0;0;0;0;1;4;0;7;2;4;0;0;0;0
02252;Cuissy-et-Geny;24;0;1;6;3;0;1;7;0;2;1;15;0;0;0;0
02253;Cuisy-en-Almont;155;3;2;8;5;4;18;25;1;3;8;73;1;1;0;5
