CODGEO;LIBGEO;Abstention;Extrême-Gauche;NUPES;Divers Gauche;Ensemble;Divers Droite;Droite souverainiste;LR;RN;Reconquête;Divers
28080;Charbonnières;82.0;0.0;23.0;5.0;43.0;0.0;3.0;19.0;27.0;3.0;5.0
28081;Charonville;118.0;5.0;15.0;1.0;31.0;0.0;1.0;5.0;28.0;2.0;4.0
28085;Chartres;1031.0;14.0;281.0;11.0;202.0;0.0;17.0;94.0;141.0;27.0;34.0
28086;Chassant;157.0;2.0;18.0;1.0;48.0;0.0;4.0;6.0;27.0;8.0;3.0
28091;Les Châtelliers-Notre-Dame;55.0;0.0;7.0;1.0;17.0;0.0;0.0;6.0;22.0;5.0;7.0
28095;Chauffours;108.0;1.0;21.0;1.0;29.0;0.0;4.0;8.0;32.0;4.0;6.0
28099;Chuisnes;381.0;0.0;70.0;5.0;85.0;0.0;9.0;16.0;112.0;19.0;30.0
28100;Cintray;135.0;3.0;42.0;2.0;42.0;0.0;7.0;17.0;61.0;6.0;11.0
28105;Combres;163.0;1.0;35.0;2.0;62.0;0.0;4.0;7.0;58.0;12.0;20.0
28109;Les Corvées-les-Yys;120.0;0.0;17.0;2.0;41.0;0.0;1.0;1.0;31.0;7.0;9.0
28111;Coudray-au-Perche;123.0;2.0;10.0;0.0;62.0;0.0;0.0;14.0;33.0;4.0;3.0
28116;Courville-sur-Eure;1013.0;10.0;186.0;8.0;325.0;0.0;18.0;60.0;191.0;41.0;38.0
28119;La Croix-du-Perche;65.0;0.0;10.0;2.0;31.0;0.0;0.0;11.0;11.0;3.0;5.0
28128;Dangers;135.0;1.0;29.0;0.0;52.0;0.0;15.0;17.0;33.0;3.0;12.0
28139;Epeautrolles;58.0;1.0;10.0;0.0;25.0;0.0;0.0;6.0;16.0;0.0;5.0
28141;Ermenonville-la-Grande;97.0;2.0;18.0;1.0;40.0;0.0;2.0;18.0;35.0;4.0;8.0
28142;Ermenonville-la-Petite;80.0;0.0;7.0;0.0;19.0;0.0;3.0;3.0;18.0;4.0;3.0
28144;Les Etilleux;76.0;2.0;19.0;0.0;19.0;0.0;6.0;8.0;21.0;6.0;10.0
28148;Le Favril;149.0;0.0;29.0;1.0;32.0;0.0;2.0;9.0;32.0;8.0;4.0
28154;Fontaine-la-Guyon;603.0;0.0;113.0;5.0;164.0;0.0;14.0;36.0;164.0;9.0;22.0
28156;Fontaine-Simon;336.0;3.0;64.0;3.0;101.0;0.0;4.0;9.0;105.0;12.0;31.0
28161;Frazé;159.0;1.0;41.0;1.0;70.0;0.0;4.0;11.0;58.0;7.0;16.0
28166;Friaize;96.0;3.0;16.0;0.0;28.0;0.0;0.0;8.0;34.0;3.0;4.0
28167;Fruncé;152.0;2.0;22.0;1.0;36.0;0.0;3.0;10.0;38.0;3.0;8.0
28175;La Gaudaine;64.0;1.0;26.0;0.0;33.0;0.0;0.0;2.0;16.0;1.0;6.0
28192;Happonvilliers;94.0;1.0;11.0;1.0;44.0;0.0;3.0;3.0;24.0;5.0;6.0
28196;Illiers-Combray;1334.0;8.0;196.0;11.0;328.0;0.0;12.0;48.0;262.0;26.0;50.0
28203;Landelles;253.0;3.0;35.0;4.0;80.0;0.0;2.0;7.0;60.0;14.0;6.0
28209;Lèves;2036.0;16.0;422.0;17.0;425.0;0.0;20.0;499.0;285.0;41.0;88.0
28214;La Loupe;1108.0;5.0;161.0;10.0;263.0;0.0;21.0;66.0;276.0;43.0;39.0
28218;Lucé;5536.0;43.0;817.0;39.0;1034.0;0.0;62.0;269.0;866.0;176.0;137.0
28219;Luigny;139.0;3.0;18.0;3.0;49.0;0.0;6.0;18.0;60.0;5.0;9.0
28222;Luplanté;177.0;0.0;10.0;0.0;27.0;0.0;3.0;6.0;56.0;6.0;8.0
28225;Magny;282.0;2.0;33.0;2.0;72.0;0.0;2.0;3.0;60.0;2.0;6.0
28229;Mainvilliers;4207.0;20.0;769.0;19.0;753.0;0.0;35.0;239.0;425.0;96.0;101.0
28232;Manou;226.0;4.0;15.0;1.0;53.0;0.0;0.0;13.0;81.0;7.0;14.0
28234;Marchéville;176.0;2.0;32.0;2.0;34.0;0.0;3.0;23.0;51.0;5.0;13.0
28236;Arcisses;794.0;8.0;126.0;5.0;317.0;0.0;20.0;64.0;223.0;30.0;56.0
28237;Marolles-les-Buis;91.0;3.0;9.0;0.0;44.0;0.0;0.0;11.0;17.0;3.0;10.0
28240;Meaucé;189.0;1.0;30.0;1.0;59.0;0.0;5.0;9.0;69.0;7.0;12.0
28242;Méréglise;39.0;0.0;2.0;0.0;10.0;0.0;0.0;5.0;12.0;0.0;3.0
28245;Meslay-le-Grenet;141.0;4.0;16.0;0.0;42.0;0.0;1.0;14.0;24.0;8.0;8.0
28252;Miermaigne;76.0;0.0;15.0;0.0;20.0;0.0;0.0;7.0;18.0;2.0;4.0
28254;Mittainvilliers-Vérigny;292.0;2.0;74.0;1.0;69.0;0.0;19.0;34.0;83.0;10.0;14.0
28261;Montigny-le-Chartif;251.0;3.0;29.0;1.0;64.0;0.0;2.0;10.0;81.0;8.0;10.0
28264;Montireau;53.0;0.0;6.0;0.0;20.0;0.0;1.0;2.0;21.0;6.0;9.0
28265;Montlandon;132.0;2.0;10.0;1.0;20.0;0.0;0.0;2.0;24.0;7.0;6.0
28273;Moulhard;51.0;1.0;4.0;0.0;30.0;0.0;2.0;4.0;16.0;1.0;0.0
28280;Nogent-le-Rotrou;3767.0;17.0;565.0;24.0;1106.0;0.0;40.0;188.0;651.0;92.0;213.0
28281;Nogent-sur-Eure;214.0;1.0;42.0;1.0;50.0;0.0;4.0;8.0;63.0;16.0;8.0
28282;Nonvilliers-Grandhoux;150.0;1.0;21.0;3.0;42.0;0.0;7.0;9.0;62.0;6.0;16.0
28286;Ollé;234.0;3.0;17.0;4.0;60.0;0.0;5.0;10.0;70.0;4.0;14.0
28290;Orrouer;101.0;0.0;22.0;0.0;25.0;0.0;0.0;6.0;30.0;2.0;5.0
28302;Pontgouin;408.0;3.0;97.0;3.0;95.0;0.0;5.0;19.0;92.0;10.0;10.0
28324;Saint-Arnoult-des-Bois;353.0;2.0;55.0;2.0;119.0;0.0;7.0;18.0;73.0;3.0;18.0
28325;Saint-Aubin-des-Bois;409.0;3.0;96.0;1.0;91.0;0.0;9.0;48.0;135.0;17.0;10.0
28327;Saint-Bomer;76.0;0.0;17.0;1.0;19.0;0.0;2.0;12.0;18.0;0.0;1.0
28331;Saintigny;364.0;1.0;53.0;2.0;176.0;0.0;4.0;10.0;81.0;10.0;95.0
28333;Saint-Denis-des-Puits;45.0;0.0;10.0;0.0;21.0;0.0;0.0;4.0;13.0;10.0;4.0
28335;Saint-Eliph;377.0;1.0;70.0;5.0;79.0;0.0;5.0;14.0;92.0;20.0;30.0
28336;Saint-Eman;43.0;0.0;9.0;1.0;6.0;0.0;1.0;1.0;12.0;0.0;2.0
28337;Saint-Georges-sur-Eure;1020.0;10.0;210.0;8.0;303.0;0.0;18.0;93.0;240.0;22.0;48.0
28339;Saint-Germain-le-Gaillard;124.0;2.0;27.0;0.0;46.0;0.0;1.0;13.0;37.0;1.0;7.0
28342;Saint-Jean-Pierre-Fixte;101.0;0.0;19.0;1.0;50.0;0.0;2.0;10.0;44.0;2.0;1.0
28350;Saint-Luperce;389.0;6.0;76.0;3.0;107.0;0.0;5.0;22.0;86.0;7.0;17.0
28354;Saint-Maurice-Saint-Germain;142.0;1.0;26.0;1.0;48.0;0.0;5.0;7.0;40.0;3.0;8.0
28362;Saint-Victor-de-Buthon;198.0;3.0;32.0;2.0;65.0;0.0;2.0;15.0;65.0;11.0;19.0
28365;Sandarville;143.0;1.0;19.0;1.0;37.0;0.0;3.0;14.0;58.0;4.0;1.0
28378;Souancé-au-Perche;194.0;1.0;25.0;0.0;85.0;0.0;0.0;22.0;51.0;9.0;17.0
28385;Le Thieulin;155.0;1.0;20.0;4.0;52.0;0.0;6.0;3.0;49.0;9.0;4.0
28387;Thiron-Gardais;358.0;1.0;26.0;1.0;161.0;0.0;3.0;12.0;87.0;4.0;26.0
28395;Trizay-Coutretot-Saint-Serge;169.0;2.0;33.0;1.0;68.0;0.0;2.0;22.0;68.0;12.0;14.0
28401;Vaupillon;181.0;0.0;31.0;3.0;54.0;0.0;0.0;7.0;62.0;5.0;7.0
28407;Vichères;115.0;1.0;32.0;0.0;41.0;0.0;0.0;7.0;38.0;5.0;6.0
28414;Villebon;14.0;0.0;7.0;1.0;7.0;0.0;1.0;0.0;17.0;2.0;1.0
28004;Allonnes;127.0;0.0;9.0;3.0;37.0;0.0;0.0;9.0;44.0;4.0;0.0
28005;Alluyes;291.0;7.0;54.0;6.0;107.0;0.0;0.0;11.0;68.0;14.0;0.0
28009;Ardelu;25.0;1.0;1.0;1.0;11.0;0.0;0.0;0.0;6.0;2.0;0.0
28012;Commune-nouvelle-d'Arrou;1427.0;22.0;166.0;21.0;556.0;0.0;0.0;130.0;376.0;74.0;0.0
28013;Aunay-sous-Auneau;498.0;6.0;111.0;12.0;203.0;0.0;0.0;8.0;162.0;19.0;0.0
28015;Auneau-Bleury-Saint-Symphorien;1587.0;21.0;299.0;43.0;391.0;0.0;0.0;66.0;316.0;44.0;0.0
28019;Baigneaux;64.0;1.0;8.0;2.0;34.0;0.0;0.0;7.0;26.0;3.0;0.0
28025;Barmainville;43.0;0.0;7.0;1.0;23.0;0.0;0.0;1.0;8.0;3.0;0.0
28026;Baudreville;73.0;2.0;9.0;0.0;36.0;0.0;0.0;2.0;30.0;7.0;0.0
28028;Bazoches-en-Dunois;78.0;0.0;10.0;2.0;42.0;0.0;0.0;4.0;27.0;8.0;0.0
28029;Bazoches-les-Hautes;129.0;2.0;14.0;1.0;47.0;0.0;0.0;11.0;38.0;7.0;0.0
28032;Beauvilliers;98.0;2.0;23.0;2.0;57.0;0.0;0.0;7.0;22.0;8.0;0.0
28039;Béville-le-Comte;657.0;5.0;126.0;18.0;201.0;0.0;0.0;17.0;183.0;20.0;0.0
28047;Boisville-la-Saint-Père;292.0;2.0;30.0;10.0;95.0;0.0;0.0;6.0;87.0;16.0;0.0
28049;Boncé;84.0;1.0;18.0;0.0;24.0;0.0;0.0;6.0;22.0;5.0;0.0
28051;Bonneval;1711.0;22.0;314.0;26.0;686.0;0.0;0.0;134.0;344.0;70.0;0.0
28057;Bouville;202.0;1.0;18.0;1.0;76.0;0.0;0.0;10.0;73.0;18.0;0.0
28061;Brou;1125.0;18.0;127.0;26.0;539.0;0.0;0.0;117.0;286.0;47.0;0.0
28065;Bullainville;48.0;1.0;2.0;0.0;37.0;0.0;0.0;7.0;8.0;1.0;0.0
28073;Champseru;125.0;0.0;13.0;7.0;40.0;0.0;0.0;9.0;34.0;12.0;0.0
28074;La Chapelle-d'Aunainville;87.0;0.0;17.0;0.0;38.0;0.0;0.0;7.0;20.0;4.0;0.0
28075;La Chapelle-du-Noyer;311.0;2.0;73.0;2.0;211.0;0.0;0.0;35.0;74.0;16.0;0.0
28088;Châteaudun;4306.0;43.0;699.0;53.0;1511.0;0.0;0.0;322.0;550.0;164.0;0.0
28092;Châtenay;94.0;1.0;7.0;1.0;35.0;0.0;0.0;2.0;33.0;8.0;0.0
28103;Cloyes-les-trois-rivières;1943.0;29.0;281.0;53.0;1221.0;0.0;0.0;212.0;440.0;115.0;0.0
28106;Conie-Molitard;138.0;5.0;31.0;5.0;62.0;0.0;0.0;25.0;35.0;14.0;0.0
28108;Cormainville;78.0;1.0;12.0;3.0;46.0;0.0;0.0;15.0;16.0;3.0;0.0
28114;Courbehaye;32.0;0.0;18.0;2.0;22.0;0.0;0.0;15.0;21.0;7.0;0.0
28121;Dambron;32.0;0.0;3.0;1.0;20.0;0.0;0.0;5.0;11.0;2.0;0.0
28123;Dampierre-sous-Brou;181.0;2.0;13.0;3.0;80.0;0.0;0.0;23.0;51.0;10.0;0.0
28126;Dancy;70.0;1.0;11.0;2.0;42.0;0.0;0.0;9.0;13.0;5.0;0.0
28127;Dangeau;512.0;7.0;58.0;13.0;178.0;0.0;0.0;31.0;135.0;23.0;0.0
28129;Denonville;296.0;1.0;63.0;9.0;84.0;0.0;0.0;11.0;71.0;11.0;0.0
28132;Donnemain-Saint-Mamès;173.0;7.0;48.0;6.0;95.0;0.0;0.0;26.0;75.0;16.0;0.0
28153;Flacey;79.0;4.0;10.0;8.0;36.0;0.0;0.0;6.0;25.0;10.0;0.0
28157;Fontenay-sur-Conie;45.0;2.0;8.0;2.0;38.0;0.0;0.0;4.0;13.0;2.0;0.0
28160;Francourville;336.0;3.0;52.0;4.0;111.0;0.0;0.0;11.0;115.0;13.0;0.0
28164;Fresnay-l'Evêque;273.0;1.0;35.0;9.0;71.0;0.0;0.0;15.0;75.0;8.0;0.0
28169;Garancières-en-Beauce;70.0;2.0;11.0;0.0;55.0;0.0;0.0;8.0;16.0;4.0;0.0
28176;Le Gault-Saint-Denis;234.0;3.0;57.0;4.0;76.0;0.0;0.0;19.0;58.0;12.0;0.0
28182;Gohory;109.0;4.0;14.0;1.0;59.0;0.0;0.0;11.0;31.0;3.0;0.0
28183;Gommerville;222.0;1.0;29.0;7.0;76.0;0.0;0.0;18.0;80.0;16.0;0.0
28184;Gouillons;106.0;1.0;25.0;3.0;37.0;0.0;0.0;7.0;41.0;5.0;0.0
28188;Le Gué-de-Longroi;345.0;6.0;55.0;6.0;100.0;0.0;0.0;10.0;66.0;8.0;0.0
28189;Guilleville;71.0;0.0;13.0;2.0;17.0;0.0;0.0;6.0;21.0;10.0;0.0
28190;Guillonville;167.0;3.0;22.0;3.0;79.0;0.0;0.0;8.0;40.0;14.0;0.0
28194;Houville-la-Branche;171.0;1.0;31.0;8.0;81.0;0.0;0.0;12.0;47.0;3.0;0.0
28197;Intréville;33.0;2.0;6.0;0.0;31.0;0.0;0.0;4.0;14.0;3.0;0.0
28198;Jallans;281.0;5.0;45.0;2.0;155.0;0.0;0.0;35.0;81.0;13.0;0.0
28199;Janville-en-Beauce;922.0;13.0;120.0;17.0;294.0;0.0;0.0;86.0;203.0;46.0;0.0
28207;Léthuin;73.0;0.0;8.0;1.0;34.0;0.0;0.0;1.0;23.0;1.0;0.0
28208;Levainville;179.0;0.0;24.0;5.0;70.0;0.0;0.0;6.0;40.0;4.0;0.0
28210;Levesville-la-Chenard;74.0;1.0;12.0;2.0;39.0;0.0;0.0;1.0;19.0;2.0;0.0
28211;Logron;228.0;4.0;30.0;6.0;96.0;0.0;0.0;21.0;48.0;10.0;0.0
28212;Loigny-la-Bataille;69.0;3.0;11.0;1.0;44.0;0.0;0.0;11.0;27.0;4.0;0.0
28215;Louville-la-Chenard;74.0;0.0;24.0;1.0;57.0;0.0;0.0;2.0;32.0;3.0;0.0
28221;Lumeau;73.0;0.0;6.0;0.0;24.0;0.0;0.0;9.0;19.0;5.0;0.0
28230;Maisons;131.0;0.0;26.0;6.0;47.0;0.0;0.0;7.0;44.0;3.0;0.0
28233;Marboué;392.0;8.0;72.0;6.0;192.0;0.0;0.0;33.0;98.0;25.0;0.0
28243;Mérouville;67.0;3.0;9.0;5.0;49.0;0.0;0.0;3.0;33.0;0.0;0.0
28246;Meslay-le-Vidame;234.0;0.0;22.0;4.0;66.0;0.0;0.0;10.0;37.0;13.0;0.0
28255;Moinville-la-Jeulin;40.0;0.0;4.0;1.0;45.0;0.0;0.0;0.0;13.0;4.0;0.0
28256;Moléans;180.0;5.0;29.0;5.0;92.0;0.0;0.0;13.0;38.0;13.0;0.0
28257;Mondonville-Saint-Jean;22.0;3.0;4.0;2.0;12.0;0.0;0.0;1.0;9.0;0.0;0.0
28259;Montboissier;128.0;0.0;12.0;1.0;57.0;0.0;0.0;6.0;24.0;10.0;0.0
28260;Montharville;20.0;0.0;15.0;0.0;27.0;0.0;0.0;4.0;10.0;1.0;0.0
28268;Morainville;5.0;0.0;6.0;0.0;8.0;0.0;0.0;0.0;3.0;0.0;0.0
28270;Moriers;59.0;0.0;19.0;0.0;38.0;0.0;0.0;6.0;23.0;1.0;0.0
28272;Mottereau;60.0;0.0;10.0;2.0;43.0;0.0;0.0;2.0;18.0;1.0;0.0
28274;Moutiers;101.0;0.0;12.0;2.0;39.0;0.0;0.0;5.0;23.0;6.0;0.0
28276;Neuvy-en-Beauce;70.0;1.0;17.0;3.0;42.0;0.0;0.0;3.0;30.0;2.0;0.0
28277;Neuvy-en-Dunois;123.0;5.0;17.0;2.0;65.0;0.0;0.0;9.0;37.0;9.0;0.0
28283;Nottonville;86.0;3.0;15.0;2.0;55.0;0.0;0.0;10.0;39.0;5.0;0.0
28284;Oinville-Saint-Liphard;104.0;0.0;20.0;3.0;55.0;0.0;0.0;5.0;41.0;14.0;0.0
28285;Oinville-sous-Auneau;105.0;0.0;25.0;1.0;51.0;0.0;0.0;5.0;42.0;6.0;0.0
28287;Orgères-en-Beauce;365.0;6.0;40.0;2.0;143.0;0.0;0.0;28.0;69.0;22.0;0.0
28291;Ouarville;211.0;3.0;29.0;6.0;84.0;0.0;0.0;5.0;45.0;8.0;0.0
28294;Oysonville;167.0;4.0;25.0;1.0;94.0;0.0;0.0;5.0;62.0;13.0;0.0
28296;Péronville;88.0;0.0;18.0;1.0;39.0;0.0;0.0;8.0;25.0;2.0;0.0
28300;Poinville;57.0;1.0;11.0;1.0;26.0;0.0;0.0;4.0;10.0;1.0;0.0
28303;Poupry;39.0;2.0;3.0;2.0;21.0;0.0;0.0;6.0;14.0;0.0;0.0
28304;Prasville;157.0;5.0;29.0;4.0;47.0;0.0;0.0;17.0;37.0;12.0;0.0
28305;Pré-Saint-Evroult;105.0;3.0;16.0;6.0;46.0;0.0;0.0;1.0;30.0;4.0;0.0
28306;Pré-Saint-Martin;61.0;1.0;11.0;1.0;27.0;0.0;0.0;8.0;21.0;6.0;0.0
28313;Réclainville;48.0;1.0;6.0;1.0;34.0;0.0;0.0;10.0;17.0;5.0;0.0
28317;Roinville;179.0;2.0;38.0;6.0;62.0;0.0;0.0;3.0;70.0;8.0;0.0
28319;Rouvray-Saint-Denis;159.0;3.0;16.0;3.0;74.0;0.0;0.0;4.0;39.0;7.0;0.0
28326;Saint-Avit-les-Guespières;117.0;3.0;15.0;7.0;59.0;0.0;0.0;4.0;44.0;8.0;0.0
28329;Saint-Christophe;29.0;0.0;5.0;3.0;45.0;0.0;0.0;11.0;17.0;10.0;0.0
28330;Villemaury;539.0;6.0;35.0;12.0;205.0;0.0;0.0;41.0;137.0;38.0;0.0
28334;Saint-Denis-Lanneray;754.0;14.0;128.0;18.0;414.0;0.0;0.0;90.0;181.0;57.0;0.0
28344;Saint-Léger-des-Aubées;90.0;2.0;35.0;5.0;45.0;0.0;0.0;2.0;11.0;4.0;0.0
28353;Saint-Maur-sur-le-Loir;139.0;2.0;34.0;3.0;80.0;0.0;0.0;19.0;31.0;10.0;0.0
28363;Sainville;386.0;1.0;55.0;3.0;164.0;0.0;0.0;18.0;65.0;16.0;0.0
28364;Sancheville;286.0;2.0;26.0;6.0;107.0;0.0;0.0;21.0;72.0;5.0;0.0
28366;Santeuil;103.0;3.0;30.0;3.0;35.0;0.0;0.0;2.0;35.0;8.0;0.0
28367;Santilly;122.0;3.0;10.0;1.0;52.0;0.0;0.0;5.0;39.0;5.0;0.0
28370;Saumeray;168.0;3.0;23.0;8.0;63.0;0.0;0.0;13.0;42.0;15.0;0.0
28382;Terminiers;325.0;5.0;34.0;8.0;145.0;0.0;0.0;31.0;77.0;17.0;0.0
28383;Theuville;282.0;5.0;39.0;8.0;99.0;0.0;0.0;18.0;80.0;10.0;0.0
28389;Thiville;94.0;3.0;21.0;2.0;64.0;0.0;0.0;16.0;38.0;5.0;0.0
28390;Tillay-le-Péneux;137.0;0.0;11.0;3.0;50.0;0.0;0.0;12.0;25.0;20.0;0.0
28391;Toury;1045.0;4.0;121.0;20.0;378.0;0.0;0.0;23.0;224.0;26.0;0.0
28392;Trancrainville;71.0;0.0;7.0;2.0;38.0;0.0;0.0;2.0;17.0;3.0;0.0
28396;Trizay-lès-Bonneval;122.0;2.0;28.0;0.0;54.0;0.0;0.0;11.0;36.0;5.0;0.0
28397;Umpeau;182.0;1.0;24.0;6.0;55.0;0.0;0.0;8.0;39.0;4.0;0.0
28398;Unverre;442.0;4.0;48.0;11.0;203.0;0.0;0.0;37.0;113.0;29.0;0.0
28400;Varize;46.0;0.0;11.0;2.0;44.0;0.0;0.0;11.0;12.0;9.0;0.0
28406;Eole-en-Beauce;439.0;2.0;40.0;13.0;208.0;0.0;0.0;40.0;126.0;35.0;0.0
28408;Vierville;15.0;3.0;3.0;1.0;24.0;0.0;0.0;3.0;8.0;1.0;0.0
28409;Vieuvicq;150.0;2.0;17.0;4.0;77.0;0.0;0.0;9.0;51.0;5.0;0.0
28410;Villampuy;88.0;0.0;7.0;5.0;37.0;0.0;0.0;4.0;31.0;30.0;0.0
28411;Villars;69.0;1.0;4.0;1.0;26.0;0.0;0.0;0.0;19.0;6.0;0.0
28418;Villiers-Saint-Orien;76.0;2.0;16.0;1.0;33.0;0.0;0.0;7.0;19.0;4.0;0.0
28419;Vitray-en-Beauce;115.0;3.0;14.0;1.0;36.0;0.0;0.0;6.0;47.0;4.0;0.0
28421;Voise;125.0;0.0;13.0;5.0;21.0;0.0;0.0;9.0;26.0;3.0;0.0
28422;Les Villages-Vovéens;1483.0;17.0;218.0;31.0;525.0;0.0;0.0;77.0;365.0;64.0;0.0
28424;Yèvres;731.0;11.0;71.0;12.0;313.0;0.0;0.0;75.0;170.0;31.0;0.0
28426;Ymonville;197.0;2.0;19.0;4.0;104.0;0.0;0.0;11.0;35.0;12.0;0.0
29006;Bénodet;1371.0;9.0;347.0;0.0;844.0;321.0;18.0;0.0;212.0;131.0;25.0
29020;Briec;2020.0;40.0;633.0;0.0;673.0;276.0;28.0;0.0;275.0;70.0;62.0
29032;Clohars-Fouesnant;822.0;5.0;236.0;0.0;404.0;152.0;9.0;0.0;157.0;53.0;19.0
29048;Edern;814.0;10.0;268.0;0.0;247.0;169.0;10.0;0.0;144.0;19.0;19.0
29051;Ergué-Gabéric;3097.0;39.0;1217.0;0.0;1287.0;332.0;46.0;0.0;456.0;85.0;97.0
29057;La Forêt-Fouesnant;1276.0;8.0;403.0;0.0;778.0;242.0;22.0;0.0;170.0;89.0;35.0
29058;Fouesnant;3952.0;41.0;1334.0;0.0;2211.0;752.0;67.0;0.0;575.0;263.0;118.0
29060;Gouesnach;1051.0;15.0;405.0;0.0;540.0;148.0;11.0;0.0;182.0;56.0;37.0
29106;Landrévarzec;608.0;8.0;228.0;0.0;257.0;82.0;13.0;0.0;115.0;18.0;24.0
29107;Landudal;305.0;3.0;132.0;0.0;115.0;70.0;8.0;0.0;56.0;13.0;8.0
29110;Langolen;292.0;9.0;125.0;0.0;96.0;36.0;10.0;0.0;41.0;5.0;9.0
29161;Pleuven;1214.0;13.0;439.0;0.0;503.0;139.0;22.0;0.0;202.0;49.0;29.0
29170;Plomelin;1568.0;16.0;635.0;0.0;692.0;221.0;19.0;0.0;231.0;68.0;50.0
29216;Pluguffan;1407.0;25.0;536.0;0.0;590.0;168.0;20.0;0.0;252.0;38.0;47.0
29232;Quimper;20819.0;244.0;8419.0;0.0;7655.0;2490.0;303.0;0.0;2055.0;783.0;604.0
29247;Saint-Evarzec;1438.0;10.0;403.0;0.0;540.0;283.0;24.0;0.0;216.0;42.0;30.0
29011;Bohars;1171.0;1.0;373.0;45.0;386.0;85.0;9.0;0.0;191.0;40.0;23.0
29019;Brest;33216.0;124.0;10310.0;1075.0;5091.0;1018.0;236.0;0.0;2804.0;1274.0;655.0
29061;Gouesnou;2435.0;9.0;641.0;94.0;542.0;107.0;14.0;0.0;304.0;57.0;43.0
29069;Guilers;3239.0;9.0;811.0;101.0;591.0;146.0;12.0;0.0;516.0;113.0;45.0
29015;Bourg-Blanc;1144.0;9.0;308.0;27.0;557.0;0.0;15.0;73.0;209.0;21.0;28.0
29017;Brélès;267.0;4.0;94.0;15.0;206.0;0.0;2.0;16.0;59.0;15.0;15.0
29019;Brest;11619.0;156.0;4028.0;343.0;2982.0;0.0;211.0;585.0;1177.0;450.0;148.0
29035;Coat-Méal;340.0;3.0;95.0;3.0;175.0;0.0;7.0;21.0;74.0;14.0;2.0
29040;Le Conquet;1113.0;9.0;290.0;30.0;627.0;0.0;26.0;208.0;123.0;31.0;12.0
29047;Le Drennec;680.0;9.0;153.0;17.0;309.0;0.0;10.0;65.0;106.0;10.0;7.0
29076;Milizac-Guipronvel;1671.0;17.0;408.0;50.0;794.0;0.0;25.0;89.0;266.0;35.0;24.0
29084;Ile-Molène;116.0;2.0;14.0;1.0;71.0;0.0;1.0;6.0;22.0;3.0;1.0
29093;Kernilis;509.0;5.0;104.0;6.0;181.0;0.0;9.0;37.0;71.0;11.0;5.0
29095;Kersaint-Plabennec;572.0;4.0;134.0;15.0;218.0;0.0;4.0;32.0;60.0;11.0;9.0
29098;Lampaul-Plouarzel;799.0;12.0;365.0;24.0;527.0;0.0;14.0;41.0;91.0;14.0;14.0
29099;Lampaul-Ploudalmézeau;321.0;6.0;122.0;9.0;151.0;0.0;6.0;24.0;38.0;7.0;12.0
29100;Lanarvily;138.0;4.0;54.0;5.0;61.0;0.0;3.0;25.0;27.0;1.0;6.0
29109;Landunvez;504.0;7.0;216.0;21.0;380.0;0.0;17.0;67.0;75.0;38.0;17.0
29112;Lanildut;311.0;7.0;136.0;15.0;256.0;0.0;4.0;38.0;66.0;19.0;12.0
29119;Lanrivoaré;598.0;11.0;139.0;16.0;313.0;0.0;13.0;28.0;65.0;11.0;8.0
29126;Loc-Brévalaire;70.0;2.0;19.0;2.0;39.0;0.0;0.0;5.0;18.0;12.0;0.0
29130;Locmaria-Plouzané;1800.0;26.0;685.0;57.0;995.0;0.0;32.0;129.0;214.0;59.0;33.0
29160;Plabennec;2914.0;49.0;897.0;64.0;1518.0;0.0;43.0;184.0;460.0;86.0;60.0
29177;Plouarzel;1524.0;21.0;413.0;34.0;881.0;0.0;30.0;82.0;185.0;46.0;16.0
29178;Ploudalmézeau;2632.0;35.0;622.0;57.0;1193.0;0.0;46.0;202.0;456.0;104.0;53.0
29190;Plougonvelin;1675.0;12.0;447.0;54.0;1000.0;0.0;20.0;135.0;201.0;89.0;24.0
29196;Plouguin;882.0;11.0;193.0;24.0;365.0;0.0;9.0;58.0;138.0;17.0;7.0
29201;Ploumoguer;778.0;6.0;213.0;18.0;412.0;0.0;10.0;35.0;112.0;34.0;8.0
29208;Plourin;407.0;5.0;101.0;9.0;222.0;0.0;11.0;30.0;94.0;23.0;10.0
29209;Plouvien;1530.0;20.0;347.0;39.0;574.0;0.0;26.0;75.0;266.0;28.0;24.0
29212;Plouzané;5063.0;69.0;1674.0;155.0;1955.0;0.0;94.0;353.0;680.0;156.0;95.0
29221;Porspoder;632.0;13.0;254.0;28.0;461.0;0.0;13.0;68.0;106.0;41.0;13.0
29257;Saint-Pabu;880.0;16.0;254.0;27.0;358.0;0.0;16.0;71.0;132.0;36.0;17.0
29260;Saint-Renan;3355.0;30.0;860.0;68.0;1527.0;0.0;57.0;191.0;353.0;78.0;55.0
29282;Trébabu;118.0;6.0;40.0;2.0;70.0;0.0;1.0;16.0;28.0;7.0;4.0
29299;Tréouergat;105.0;1.0;32.0;5.0;64.0;0.0;0.0;8.0;17.0;0.0;3.0
29014;Botsorhel;170.0;6.0;66.0;1.0;57.0;0.0;3.0;28.0;35.0;4.0;8.0
29023;Carantec;1082.0;23.0;404.0;21.0;937.0;0.0;14.0;200.0;154.0;80.0;35.0
29030;Cléder;1757.0;8.0;334.0;16.0;515.0;0.0;25.0;302.0;195.0;43.0;17.0
29034;Le Cloître-Saint-Thégonnec;213.0;5.0;109.0;5.0;72.0;0.0;5.0;25.0;26.0;4.0;4.0
