CODGEO;LIBGEO;Abstention;Arthaud;Roussel;Macron;Lassalle;Le Pen;Zemmour;Mélenchon;Hidalgo;Jadot;Pécresse;Poutou;Dupont-Aignan
40145;Larrivière;84;3;6;111;55;102;21;54;14;19;19;0;5
40146;Latrille;29;0;0;31;11;30;5;2;3;2;11;1;1
40147;Laurède;37;2;16;56;25;58;7;49;24;7;1;4;7
40148;Lauret;16;0;2;22;6;15;0;4;0;1;2;1;0
40149;Lencouacq;54;0;7;60;42;59;23;50;6;6;9;0;1
40150;Léon;399;6;40;431;133;260;111;323;49;63;76;24;31
40151;Lesgor;62;2;9;54;26;85;13;47;11;8;4;1;7
40152;Lesperon;201;6;18;160;59;190;32;114;31;10;22;8;8
40153;Le Leuy;31;2;3;41;16;60;9;13;7;1;9;0;2
40154;Lévignacq;40;1;8;82;21;62;11;40;15;2;9;1;3
40155;Linxe;188;1;23;282;98;208;61;200;43;35;55;8;20
40156;Liposthey;87;3;11;68;39;116;24;41;1;2;8;3;12
40157;Lit-et-Mixe;261;15;23;378;123;242;65;224;38;24;68;8;17
40158;Losse;38;1;9;33;50;47;11;27;1;4;10;3;1
40159;Louer;35;2;9;54;22;53;17;31;10;3;0;1;4
40160;Lourquen;32;2;2;28;16;31;9;24;9;3;4;3;6
40161;Lubbon;18;1;0;14;8;24;14;9;1;2;2;0;1
40162;Lucbardez-et-Bargues;99;1;8;60;34;124;23;36;11;8;10;3;8
40163;Lüe;75;3;1;75;40;123;30;62;5;5;14;0;13
40164;Retjons;39;0;8;39;33;66;12;27;2;3;7;1;3
40165;Luglon;42;0;4;59;21;62;13;32;6;8;7;3;8
40166;Lussagnet;12;0;1;5;8;27;2;14;2;0;1;0;3
40167;Luxey;66;3;15;121;60;73;25;94;14;9;13;2;8
40168;Magescq;273;2;30;403;129;341;74;263;43;39;66;6;53
40169;Maillas;16;0;6;25;20;10;4;10;0;3;4;0;0
40170;Maillères;30;1;13;26;13;35;10;20;10;9;6;2;0
40171;Mano;16;0;8;16;13;21;7;16;2;1;5;2;2
40172;Mant;23;1;2;86;28;38;8;17;5;5;15;0;2
40173;Marpaps;14;0;3;22;13;10;2;29;4;2;2;1;1
40174;Mauries;16;0;0;14;18;10;0;6;1;3;3;0;0
40175;Maurrin;36;4;5;97;39;69;23;29;8;5;15;0;3
40176;Mauvezin-d'Armagnac;10;0;4;21;10;9;3;10;1;2;1;1;2
40177;Maylis;47;1;6;80;24;31;16;32;21;4;16;0;3
40178;Mazerolles;116;0;11;139;34;95;30;63;16;14;15;1;11
40179;Mées;279;6;32;362;112;317;84;200;42;35;42;6;23
40180;Meilhan;140;5;26;183;70;199;55;119;14;31;24;3;14
40181;Messanges;169;4;12;214;74;89;42;155;19;35;32;6;16
40182;Mézos;199;4;24;163;45;117;43;111;18;24;29;4;12
40183;Mimbaste;132;1;24;159;73;140;42;111;29;16;25;6;7
40184;Mimizan;1232;20;110;1221;337;1083;284;911;203;154;197;31;90
40185;Miramont-Sensacq;70;0;0;74;24;56;11;24;8;4;10;1;9
40186;Misson;117;1;37;97;45;117;26;99;13;15;11;1;12
40187;Moliets-et-Maa;198;0;17;296;83;152;69;195;19;49;55;7;24
40188;Momuy;62;3;5;67;39;88;26;33;7;3;16;0;5
40189;Monget;5;0;0;24;14;6;5;8;3;0;4;0;1
40190;Monségur;47;4;6;72;48;74;13;31;7;8;12;1;4
40191;Montaut;51;0;13;114;45;75;13;80;14;22;25;2;4
40192;Mont-de-Marsan;5168;70;454;4301;1062;2957;937;2834;631;529;589;108;249
40193;Montégut;15;0;2;6;6;9;3;11;5;1;1;0;1
40194;Montfort-en-Chalosse;187;3;24;184;69;138;42;110;33;21;28;4;5
40195;Montgaillard;83;2;7;96;42;113;13;42;21;6;23;2;7
40196;Montsoué;76;0;12;98;51;91;30;30;22;7;16;0;15
40197;Morcenx-la-Nouvelle;984;23;132;592;233;718;147;642;289;58;87;39;49
40198;Morganx;16;1;5;45;19;26;12;12;10;2;4;2;0
40199;Mouscardès;29;0;25;40;20;31;7;47;2;5;3;0;1
40200;Moustey;116;5;12;74;46;118;18;66;9;8;13;4;5
40201;Mugron;136;2;41;180;86;158;47;156;69;25;28;5;10
40202;Narrosse;539;5;50;608;151;483;122;317;71;68;94;7;31
40203;Nassiet;39;0;3;61;29;39;8;48;15;6;8;3;4
40204;Nerbis;36;0;16;33;29;46;9;28;9;3;5;3;2
40205;Nousse;28;1;2;51;16;46;12;27;3;5;1;2;3
40206;Oeyregave;47;1;8;51;38;55;14;30;4;7;11;2;1
40207;Oeyreluy;161;0;24;259;92;214;71;151;22;28;36;3;21
40208;Onard;49;1;18;46;36;58;13;44;10;8;3;4;2
40209;Ondres;816;12;131;1022;297;716;266;718;82;194;105;33;80
40210;Onesse-et-Laharie;124;2;24;179;61;157;33;127;35;17;23;7;11
40211;Orist;97;1;15;147;60;113;21;79;17;13;18;3;11
40212;Orthevielle;143;3;21;165;74;170;50;93;26;12;20;11;10
40213;Orx;61;2;24;99;46;99;27;88;9;19;10;3;11
40214;Ossages;69;4;18;53;49;72;14;72;7;14;7;4;11
40215;Ousse-Suzan;36;1;4;43;30;49;6;41;3;4;10;0;6
40216;Ozourt;28;0;3;29;17;48;11;18;7;1;3;0;2
40217;Parentis-en-Born;1104;15;131;1011;322;1235;371;721;119;139;169;40;109
40218;Parleboscq;61;1;10;77;52;57;33;39;3;1;12;2;4
40219;Payros-Cazautets;24;0;2;13;13;17;6;4;2;2;0;1;0
40220;Pécorade;24;1;9;20;11;15;6;17;7;0;4;1;2
40221;Perquie;39;1;24;41;33;50;15;48;9;3;7;2;1
40222;Pey;74;1;12;124;77;128;28;89;18;22;7;5;6
40223;Peyre;31;0;5;49;28;23;9;20;12;3;6;0;3
40224;Peyrehorade;631;10;64;506;224;514;140;305;48;48;94;17;38
40225;Philondenx;39;1;2;41;20;21;11;10;7;1;8;0;3
40226;Pimbo;28;1;3;41;29;26;6;21;4;0;6;4;2
40227;Pissos;244;7;24;209;76;237;51;180;25;30;21;9;16
40228;Pomarez;196;2;42;252;124;228;75;122;33;27;35;7;10
40229;Pontenx-les-Forges;263;11;27;248;90;305;46;205;20;29;34;10;20
40230;Pontonx-sur-l'Adour;368;9;66;493;154;450;98;348;68;55;49;10;37
40231;Port-de-Lanne;144;2;21;181;87;162;56;137;13;25;22;9;12
40232;Poudenx;34;0;5;38;18;43;7;21;9;2;6;0;4
40233;Pouillon;480;9;89;537;196;490;133;309;53;51;94;17;42
40234;Pouydesseaux;116;1;15;126;47;156;26;73;25;19;14;3;7
40235;Poyanne;94;3;15;106;28;118;25;76;34;8;8;4;3
40236;Poyartin;100;2;21;135;68;111;21;85;25;9;30;3;13
40237;Préchacq-les-Bains;134;0;11;87;44;105;16;85;27;12;10;8;5
40238;Pujo-le-Plan;103;0;11;83;35;132;25;66;12;9;25;2;11
40239;Puyol-Cazalet;12;0;1;21;8;25;5;6;5;0;6;0;3
40240;Renung;72;6;6;77;45;80;21;71;12;7;9;4;8
40242;Rimbez-et-Baudiets;11;0;2;11;7;17;6;7;2;1;4;1;1
40243;Rion-des-Landes;464;11;52;365;187;540;76;369;93;41;67;12;51
40244;Rivière-Saas-et-Gourby;146;3;28;208;98;218;49;145;25;30;32;5;19
40245;Roquefort;303;1;44;295;105;303;62;167;41;32;34;11;20
40246;Sabres;157;2;40;137;74;143;32;177;51;22;18;3;11
40247;Saint-Agnet;22;0;0;30;21;38;6;12;6;3;10;0;5
40248;Saint-André-de-Seignanx;226;6;30;272;125;326;77;172;31;53;43;10;9
40249;Saint-Aubin;44;0;13;85;29;53;4;55;58;11;5;1;4
40250;Saint-Avit;117;0;8;113;34;159;40;30;13;11;17;1;8
40251;Saint-Barthélemy;58;0;5;59;35;63;16;43;5;11;4;0;7
40252;Sainte-Colombe;81;1;12;116;50;83;23;69;31;9;15;3;8
40253;Saint-Cricq-Chalosse;58;1;6;94;39;115;27;57;16;5;13;0;4
40254;Saint-Cricq-du-Gave;90;0;4;55;32;76;11;39;13;5;7;0;5
40255;Saint-Cricq-Villeneuve;59;0;15;76;33;89;12;48;13;4;17;0;15
40256;Saint-Etienne-d'Orthe;89;2;19;95;79;103;28;73;14;13;12;7;18
40257;Sainte-Eulalie-en-Born;232;7;23;206;81;287;57;124;19;26;40;5;23
40258;Sainte-Foy;24;0;5;39;13;49;7;23;9;4;5;2;2
40259;Saint-Gein;64;1;6;51;47;59;15;28;16;3;11;2;6
40260;Saint-Geours-d'Auribat;60;1;16;61;35;78;8;50;11;1;4;0;3
40261;Saint-Geours-de-Maremne;358;2;62;481;230;426;118;278;62;41;45;11;48
40262;Saint-Gor;52;1;8;63;34;39;11;41;11;3;5;2;1
40263;Saint-Jean-de-Lier;59;2;11;53;29;72;14;34;7;4;8;2;3
40264;Saint-Jean-de-Marsacq;204;4;25;252;139;233;68;181;20;68;30;13;22
40265;Saint-Julien-d'Armagnac;14;0;3;17;8;28;2;10;2;1;4;2;1
40266;Saint-Julien-en-Born;251;11;34;285;128;233;55;292;63;39;50;8;13
40267;Saint-Justin;144;2;21;168;85;187;32;70;17;8;19;0;17
40268;Saint-Laurent-de-Gosse;79;0;10;109;82;92;32;73;18;12;17;1;6
40269;Saint-Lon-les-Mines;175;3;45;205;88;164;60;154;44;27;30;6;12
40270;Saint-Loubouer;63;1;2;79;36;79;20;19;10;4;30;2;10
40271;Sainte-Marie-de-Gosse;132;5;26;184;111;186;57;109;20;23;25;7;13
40272;Saint-Martin-de-Hinx;185;3;35;232;101;248;66;183;36;36;28;5;31
40273;Saint-Martin-de-Seignanx;880;13;131;981;346;829;291;679;84;141;131;24;66
40274;Saint-Martin-d'Oney;182;3;31;253;82;242;49;106;17;22;20;3;17
40275;Saint-Maurice-sur-Adour;101;3;8;123;45;103;29;64;4;10;25;5;10
40276;Saint-Michel-Escalus;39;0;4;58;27;57;19;44;4;11;12;1;2
40277;Saint-Pandelon;89;2;8;174;45;101;25;57;12;16;25;4;11
40278;Saint-Paul-en-Born;119;4;16;172;54;162;28;128;17;20;28;8;13
40279;Saint-Paul lès Dax;2025;31;230;2231;546;1629;507;1337;240;271;306;54;159
40280;Saint-Perdon;204;8;39;303;94;258;62;140;31;29;36;7;28
40281;Saint-Pierre-du-Mont;1641;25;158;1591;393;1225;360;1023;190;210;235;31;116
40282;Saint-Sever;723;7;77;827;301;757;180;474;163;70;232;21;66
40283;Saint-Vincent-de-Paul;397;7;70;519;205;469;116;355;88;67;59;13;31
40284;Saint-Vincent-de-Tyrosse;1447;22;141;1276;415;1058;274;958;134;192;176;35;83
40285;Saint-Yaguen;86;1;24;96;47;114;23;71;7;5;11;4;5
40286;Samadet;192;2;16;173;99;202;48;64;43;9;27;2;6
40287;Sanguinet;794;13;68;849;201;808;280;433;63;128;129;34;96
40288;Sarbazan;159;4;19;183;96;203;37;105;25;16;18;3;10
40289;Sarraziet;23;0;1;29;30;32;7;18;7;2;6;0;1
40290;Sarron;21;0;0;17;14;27;3;5;0;0;3;0;2
40291;Saubion;280;3;16;324;89;185;69;205;38;54;37;9;18
40292;Saubrigues;250;7;42;300;111;202;58;185;33;44;24;9;15
40293;Saubusse;175;2;18;171;64;154;33;114;14;27;24;8;15
40294;Saugnac-et-Cambran;238;6;24;293;83;257;77;168;41;32;37;5;19
40295;Saugnacq-et-Muret;148;1;16;105;62;243;50;118;18;16;20;10;5
40296;Seignosse;784;5;35;963;190;385;264;577;60;250;157;22;67
40297;Le Sen;27;2;7;21;15;57;3;18;7;3;6;0;2
40298;Serres-Gaston;49;1;4;71;45;51;17;41;14;3;15;2;6
40299;Serreslous-et-Arribans;27;1;7;39;22;28;3;13;8;2;2;2;2
40300;Seyresse;116;5;22;137;48;174;50;124;27;20;19;3;12
40301;Siest;20;0;9;25;9;17;2;14;5;4;1;0;1
40303;Solférino;58;1;11;41;21;78;15;46;0;1;9;3;2
40304;Soorts-Hossegor;797;8;33;1290;172;394;315;431;40;165;311;11;40
40305;Sorbets;35;0;1;38;27;31;3;10;4;4;8;1;6
40306;Sorde-l'Abbaye;69;2;19;103;66;72;25;68;13;10;20;6;9
40307;Sore;159;4;19;178;69;146;38;162;9;12;23;8;21
40308;Sort-en-Chalosse;127;2;14;157;58;123;36;91;24;14;21;5;3
40309;Souprosse;167;5;68;153;103;138;28;94;33;11;11;8;8
40310;Soustons;1489;24;152;1707;552;1017;423;1048;177;228;243;43;112
40311;Taller;84;2;11;103;52;98;31;85;21;13;19;6;10
40312;Tarnos;2296;32;621;1922;575;1507;483;1751;162;383;247;79;99
40313;Tartas;515;13;65;444;169;469;99;283;78;42;65;24;45
40314;Tercis-les-Bains;157;3;31;221;55;196;66;133;22;25;50;3;21
40315;Téthieu;103;2;11;146;50;110;27;81;12;8;18;2;7
40316;Tilh;99;3;16;118;63;119;34;81;21;17;15;9;10
40317;Tosse;476;14;68;660;183;355;124;361;42;105;101;16;49
40318;Toulouzette;34;0;11;65;24;40;3;28;7;8;3;1;0
40319;Trensacq;43;0;3;41;15;62;22;35;9;10;5;2;2
40320;Uchacq-et-Parentis;82;0;14;109;41;97;28;59;9;12;21;2;4
40321;Urgons;34;0;2;41;16;38;3;32;8;3;21;0;2
40322;Uza;14;0;4;27;9;17;11;35;2;2;2;2;5
40323;Vert;48;0;2;37;17;39;16;30;12;3;2;4;2
40324;Vicq-d'Auribat;41;3;6;40;16;49;19;32;11;1;5;0;0
40325;Vielle-Tursan;46;0;3;47;14;42;11;34;35;4;7;1;4
40326;Vielle-Saint-Girons;256;6;28;262;109;208;79;183;43;47;27;11;18
40327;Vielle-Soubiran;21;0;5;30;23;50;15;19;3;1;12;1;2
40328;Vieux-Boucau-les-Bains;319;8;41;391;116;214;78;288;56;68;56;12;16
40329;Le Vignau;54;0;22;69;48;101;13;36;13;5;14;2;2
40330;Villenave;30;0;5;37;27;53;9;63;5;5;4;0;3
40331;Villeneuve-de-Marsan;449;7;58;375;101;350;91;211;64;34;46;10;31
40332;Ychoux;396;9;35;292;104;409;94;287;28;47;30;13;49
40333;Ygos-Saint-Saturnin;213;3;23;175;118;215;39;136;32;11;24;5;16
40334;Yzosse;46;3;4;75;42;34;16;44;12;3;4;3;3
41001;Ambloy;37;0;0;29;6;39;8;12;0;6;11;0;2
41002;Angé;168;1;10;110;21;187;48;62;7;10;29;6;13
41003;Areines;63;1;22;127;11;70;26;46;5;11;14;2;12
41004;Artins;38;0;7;42;4;77;5;19;1;5;10;1;3
41006;Autainville;77;2;6;58;11;90;11;45;5;6;8;1;5
41007;Authon;115;3;10;98;9;150;19;62;5;23;11;10;11
41008;Avaray;129;1;7;116;14;123;25;62;3;11;14;5;7
41009;Averdon;119;1;7;145;23;121;33;66;5;15;19;5;11
41010;Azé;163;2;23;143;25;158;27;97;10;24;21;6;18
41012;Baillou;42;0;1;33;7;47;6;26;2;10;7;2;5
41013;Bauzy;50;0;9;59;12;65;17;11;1;8;10;1;4
41014;Beauchêne;33;0;6;23;3;44;4;22;1;7;3;0;0
41016;Billy;135;3;14;126;19;226;49;73;5;10;36;8;16
41017;Binas;96;2;11;113;22;135;17;48;1;5;28;3;4
41018;Blois;9352;129;419;5270;360;2989;1126;5305;560;1061;884;178;316
41019;Boisseau;9;1;1;10;2;25;4;11;0;0;9;3;3
41020;Bonneveau;88;5;6;59;7;111;16;54;2;2;12;5;10
41022;Bouffry;26;0;1;29;0;45;9;15;0;3;4;0;4
41024;Boursay;21;2;7;29;5;28;13;27;2;16;5;0;9
41025;Bracieux;220;2;17;216;31;228;49;100;25;38;47;6;24
41026;Brévainville;28;2;1;17;3;30;5;13;1;5;12;0;5
41027;Briou;23;0;1;22;2;29;7;10;0;2;4;0;4
41028;Busloup;58;2;2;68;9;86;34;21;2;9;7;4;7
41029;Candé-sur-Beuvron;226;9;31;221;34;293;61;114;10;52;31;11;25
41030;Cellé;35;1;10;30;7;50;12;19;3;2;11;1;1
41031;Cellettes;377;9;41;563;41;331;128;246;33;81;85;10;30
41032;Chailles;413;9;42;454;50;407;129;276;26;103;75;17;33
41034;Chambord;13;1;1;13;4;14;15;9;1;0;8;0;0
41035;Champigny-en-Beauce;77;3;7;111;24;121;21;49;5;20;12;6;4
41036;Chaon;67;2;4;56;15;77;25;41;5;8;22;5;10
41037;La Chapelle-Enchérie;30;0;2;32;2;38;14;14;1;5;2;1;5
41038;La Chapelle-Montmartin;69;1;10;61;5;81;12;47;4;8;18;2;9
41039;La Chapelle-Saint-Martin-en-Plaine;142;5;9;109;17;102;27;63;11;14;31;2;16
41040;La Chapelle-Vendômoise;122;4;9;118;18;157;20;69;10;20;23;5;12
41041;La Chapelle-Vicomtesse;21;0;3;31;4;39;7;16;1;1;10;2;5
41042;Châteauvieux;84;0;6;94;9;105;11;48;0;8;10;1;8
41043;Châtillon-sur-Cher;200;7;40;172;35;352;56;146;12;26;56;11;20
41044;Châtres-sur-Cher;197;4;32;136;33;179;57;92;8;10;28;4;13
41045;Chaumont-sur-Loire;177;3;11;163;32;191;45;120;13;17;30;5;15
41046;Chaumont-sur-Tharonne;194;3;19;197;24;188;61;97;9;13;43;6;21
41047;La Chaussée-Saint-Victor;674;5;70;906;52;491;151;432;60;119;149;15;62
41048;Chauvigny-du-Perche;42;2;4;26;2;73;13;12;1;1;9;0;6
41049;Chémery;192;3;9;150;21;192;36;56;9;15;41;4;20
41050;Cheverny;155;2;9;213;16;170;45;79;7;25;34;1;8
41051;Chissay-en-Touraine;185;4;28;175;23;164;46;125;6;29;25;5;27
41052;Chitenay;203;2;15;203;21;193;42;125;8;42;39;7;16
41053;Choue;93;4;0;83;17;90;24;54;5;6;23;3;17
41054;Choussy;39;0;5;35;4;77;18;31;2;7;10;1;5
41055;Valloire-sur-Cisse;423;9;40;466;52;343;116;289;34;98;69;12;23
41057;Conan;31;0;3;23;7;36;7;7;0;3;9;1;3
41058;Concriers;23;0;1;28;3;41;8;11;2;5;12;2;0
41059;Le Controis en Sologne;1176;25;101;1025;137;1248;243;558;69;145;214;29;115
41060;Cormenon;117;6;11;84;4;142;18;38;4;6;15;4;10
41061;Cormeray;247;8;11;193;17;275;51;154;10;30;46;6;29
41062;Couddes;96;3;9;81;10;93;31;54;5;15;18;2;12
41063;Couffy;81;3;7;80;12;95;23;46;8;15;17;2;8
41065;Coulommiers-la-Tour;89;1;13;103;7;103;17;48;2;20;17;4;18
41066;Courbouzon;77;1;7;69;8;79;25;57;1;10;9;1;5
41067;Cour-Cheverny;474;11;34;588;65;416;137;222;28;62;109;15;31
41068;Courmemin;69;1;0;71;9;107;23;19;2;10;19;1;5
41069;Cour-sur-Loire;54;2;1;66;4;45;30;30;8;12;10;0;2
41070;Vallée de Ronsard;87;3;7;94;13;101;22;43;3;16;33;2;15
41071;Crouy-sur-Cosson;74;4;12;75;16;94;29;47;6;11;18;0;4
41072;Crucheray;61;2;8;81;8;61;24;31;4;9;16;2;3
41073;Danzé;108;7;10;95;16;135;22;53;4;9;24;4;6
41074;Dhuizon;251;6;25;193;19;247;68;83;4;18;27;6;17
41075;Droué;181;4;6;151;16;185;37;65;3;11;27;4;15
41077;Epiais;26;0;1;15;0;26;9;13;5;5;3;0;2
41078;Epuisay;138;0;17;84;19;166;28;50;8;16;20;5;23
41079;Les Essarts;19;0;1;23;2;20;2;14;0;2;8;0;2
41080;Faverolles-sur-Cher;202;5;14;239;35;238;58;143;8;25;45;4;33
41081;Faye;35;1;5;31;1;48;9;19;2;4;5;2;1
41083;La Ferté-Beauharnais;100;0;7;92;9;101;25;40;5;13;17;3;9
41084;La Ferté-Imbault;189;4;19;162;18;188;52;99;15;18;27;4;15
41085;La Ferté-Saint-Cyr;168;8;22;174;23;192;55;81;1;25;48;2;16
41086;Fontaines-en-Sologne;102;0;9;95;13;126;36;49;7;12;17;1;19
41087;Fontaine-les-Coteaux;70;2;5;48;10;88;19;49;3;12;17;3;5
41088;Fontaine-Raoul;35;3;4;37;2;42;18;22;3;2;8;2;12
41089;La Fontenelle;37;0;0;44;6;40;7;16;3;5;11;1;2
41090;Fortan;53;0;3;26;9;56;14;31;0;7;6;4;5
41091;Fossé;154;10;10;221;25;229;39;130;12;25;35;11;22
41093;Françay;52;4;1;43;4;72;16;15;3;7;7;1;0
41094;Fresnes;171;5;23;173;21;266;49;111;13;22;44;7;30
41095;Fréteval;224;6;17;144;14;213;40;80;8;14;19;8;8
41096;Le Gault-du-Perche;49;0;9;39;5;71;19;26;2;9;8;1;6
41097;Gièvres;450;5;24;245;45;384;82;144;17;20;52;11;24
41098;Gombergean;43;4;4;14;4;38;4;18;2;4;8;0;5
41099;Gy-en-Sologne;86;1;7;75;8;102;28;37;2;6;13;3;14
41100;Les Hayes;21;2;0;45;4;47;9;18;0;1;5;1;5
41101;Herbault;190;3;15;145;15;194;28;106;12;26;37;3;15
41102;Houssay;41;2;2;64;14;75;11;50;4;9;11;3;11
41103;Huisseau-en-Beauce;76;6;2;86;7;86;13;41;3;7;10;5;8
41104;Huisseau-sur-Cosson;372;5;34;395;39;361;110;215;14;72;65;11;44
41105;Josnes;174;3;9;132;17;132;27;108;6;16;25;2;7
41106;Lamotte-Beuvron;808;28;43;733;72;671;174;386;43;69;159;28;48
41107;Lancé;70;3;11;77;10;113;17;39;4;9;21;2;13
41108;Lancôme;14;1;3;24;3;28;9;10;0;3;4;3;0
41109;Landes-le-Gaulois;133;6;4;112;14;113;34;72;4;30;29;6;6
41110;Langon-sur-Cher;126;6;16;102;15;189;45;58;2;10;12;7;20
41112;Lassay-sur-Croisne;45;0;3;42;6;52;23;13;0;9;9;0;8
41113;Lavardin;51;0;3;53;6;24;9;18;1;8;14;4;11
41114;Lestiou;32;2;3;55;5;31;11;30;10;15;11;9;5
41115;Lignières;61;2;7;74;16;89;24;30;6;11;11;4;6
41116;Lisle;21;0;0;40;2;38;15;18;3;2;5;0;1
41118;Loreux;37;0;1;46;7;26;13;16;1;2;5;2;3
41119;Lorges;69;1;2;42;7;66;12;31;3;5;13;4;9
41120;Lunay;235;8;22;207;28;215;42;127;14;42;40;8;25
41121;La Madeleine-Villefrouin;4;0;0;10;1;4;3;2;0;1;2;0;0
41122;Maray;22;1;1;29;8;56;15;16;1;4;7;3;3
41123;Marchenoir;103;1;9;71;5;83;18;49;7;9;17;8;8
41124;Marcilly-en-Beauce;49;4;8;60;11;51;6;29;6;8;10;3;4
41125;Marcilly-en-Gault;131;4;20;145;19;119;60;77;4;13;38;2;7
41126;Mareuil-sur-Cher;214;4;22;171;23;220;32;110;9;14;35;4;18
41127;La Marolle-en-Sologne;87;1;4;70;19;74;22;21;4;4;18;1;3
41128;Marolles;113;1;15;139;21;107;30;68;13;28;29;4;8
41129;Maslives;100;3;17;111;21;142;19;65;7;14;6;5;11
41130;Maves;118;2;7;109;7;127;27;55;11;13;17;1;3
41131;Mazangé;131;6;21;161;20;138;31;105;11;34;27;4;14
41132;Méhers;67;1;3;35;5;82;18;35;1;3;11;2;2
41134;Menars;80;1;10;132;12;92;20;41;11;22;29;4;5
41135;Mennetou-sur-Cher;153;3;17;115;18;194;47;72;8;19;13;4;17
41136;Mer;788;26;76;887;80;825;181;560;55;112;145;21;65
41137;Mesland;77;5;15;91;15;91;17;77;4;25;9;5;11
41138;Meslay;36;2;4;68;6;29;8;32;2;10;7;0;11
41139;Meusnes;139;2;14;173;24;206;64;64;1;17;34;0;19
41140;Millançay;95;3;9;138;23;164;62;58;6;17;29;2;12
41141;Moisy;71;4;3;54;2;68;8;18;3;8;6;2;7
41142;Valencisse;362;14;50;455;40;363;135;318;37;102;78;14;34
41143;Mondoubleau;261;9;16;204;18;208;44;75;12;23;39;10;13
41144;Monteaux;108;4;18;136;25;133;23;98;7;21;19;7;12
41145;Monthou-sur-Bièvre;142;3;9;113;20;138;30;87;8;19;25;2;10
41146;Monthou-sur-Cher;137;5;11;137;17;169;36;76;14;16;27;6;26
41147;Les Montils;263;8;39;268;30;343;74;205;21;63;74;9;21
41148;Montlivault;251;6;19;255;27;260;46;120;16;38;44;12;21
41149;Montoire-sur-le-Loir;768;24;44;603;58;615;136;313;39;75;120;22;46
41150;Mont-près-Chambord;563;14;86;638;59;591;140;385;32;113;103;15;48
41151;Montrichard Val de Cher;734;14;48;537;62;536;175;319;28;70;106;15;59
41152;Montrieux-en-Sologne;89;2;3;123;13;121;38;45;2;11;28;4;11
41153;Montrouveau;37;1;3;25;1;27;6;13;0;8;4;1;2
41154;Morée;185;9;4;192;17;212;42;62;7;9;36;5;16
41155;Muides-sur-Loire;300;5;20;201;22;255;56;94;7;33;44;5;18
41156;Mulsans;73;2;10;72;7;94;24;50;4;16;18;0;11
41157;Mur-de-Sologne;170;5;17;217;38;302;66;110;8;19;52;11;17
41158;Naveil;422;17;36;434;40;334;75;230;31;59;86;13;40
41159;Neung-sur-Beuvron;215;6;28;217;28;227;97;79;11;25;46;4;21
41160;Neuvy;66;1;8;53;18;64;11;28;0;2;12;0;7
41161;Nouan-le-Fuzelier;427;7;34;382;46;349;118;143;14;39;96;11;22
41163;Nourray;13;0;1;26;3;10;6;7;0;4;12;0;7
41164;Noyers-sur-Cher;536;21;30;383;28;481;99;221;17;35;85;11;39
41166;Oisly;42;2;4;68;14;82;14;41;2;6;18;3;11
41167;Veuzain-sur-Loire;614;29;51;527;58;608;113;345;34;110;81;18;53
41168;Orçay;38;1;5;36;9;33;10;19;3;3;4;3;5
41171;Oucques-la-Nouvelle;272;5;21;269;32;256;60;100;19;21;76;13;31
41172;Ouzouer-le-Doyen;40;0;1;19;6;53;8;9;0;0;9;0;4
41173;Beauce la Romaine;546;6;57;505;43;608;126;202;21;33;158;15;48
41174;Périgny;40;2;2;38;3;32;11;16;0;4;6;1;9
41175;Pezou;221;4;10;155;26;212;49;84;10;25;14;7;15
41176;Pierrefitte-sur-Sauldre;107;5;9;126;14;132;44;50;9;6;35;5;5
41177;Le Plessis-Dorin;31;1;5;38;2;42;9;13;0;4;10;0;5
41178;Le Plessis-l'Echelle;19;1;0;15;0;17;5;8;0;0;1;1;1
41179;Le Poislay;35;1;4;38;5;46;12;3;2;7;9;1;3
41180;Pontlevoy;226;7;22;264;30;261;66;103;12;29;58;6;25
41181;Pouillé;113;6;11;123;29;160;25;66;4;16;19;4;16
41182;Pray;29;0;10;41;4;47;20;37;3;11;8;0;3
41184;Prunay-Cassereau;102;0;6;80;13;125;24;63;6;12;23;6;5
41185;Pruniers-en-Sologne;378;8;28;400;45;503;98;158;14;56;91;7;34
41186;Rahart;38;4;3;61;4;55;9;25;0;10;7;4;7
41187;Renay;25;1;2;42;4;36;6;21;2;5;6;0;2
41188;Rhodon;14;0;3;14;4;31;5;5;2;3;3;2;4
41189;Rilly-sur-Loire;70;1;4;74;8;65;9;35;3;12;4;0;6
41190;Rocé;33;1;11;40;5;20;6;17;0;3;2;0;3
41191;Roches;12;0;3;22;2;12;2;1;2;5;5;3;0
41192;Les Roches-l'Evêque;50;1;8;34;10;79;9;46;2;5;6;0;4
41193;Romilly;30;3;1;21;7;28;6;13;1;7;7;2;4
41194;Romorantin-Lanthenay;4081;58;191;2396;240;2471;662;1512;169;292;413;66;192
41195;Rougeou;15;0;2;13;4;30;14;13;3;3;8;1;3
41196;Ruan-sur-Egvonne;9;0;2;22;0;15;5;7;0;2;4;0;1
41198;Saint-Aignan;648;10;32;357;31;393;94;235;21;32;65;10;37
41199;Saint-Amand-Longpré;227;1;9;185;14;207;38;102;3;25;35;5;15
41200;Sainte-Anne;62;1;11;121;2;61;13;45;6;24;13;2;5
41201;Saint-Arnoult;60;0;8;47;5;69;16;30;2;6;12;4;12
41203;Saint-Bohaire;69;2;10;91;8;74;8;47;7;18;14;3;4
41204;Saint-Claude-de-Diray;275;8;29;303;26;325;76;170;22;63;57;5;26
